223 763 0
187 34 0
290 -57 0
59 -67 0
204 89 0
141 473 0
201 733 0
69 1074 0
116 -95 0
199 38 0
58 566 0
332 485 0
152 -97 0
133 471 0
333 1300 0
258 1 0
69 879 0
121 -38 0
168 789 0
316 727 0
76 1221 0
354 136 0
55 402 0
323 1296 0
358 91 0
116 421 0
114 1011 0
339 246 0
290 1011 0
189 224 0
119 211 0
224 427 0
86 1171 0
135 398 0
215 149 0
55 228 0
297 426 0
308 773 0
288 1016 0
227 342 0
88 -36 0
358 1233 0
265 1057 0
96 -108 0
304 -153 0
150 603 0
191 423 0
84 -1 0
150 1342 0
59 249 0
201 510 0
79 566 0
65 196 0
76 361 0
270 588 0
331 221 0
199 1033 0
107 671 0
235 147 0
166 756 0
121 948 0
345 663 0
321 472 0
179 1308 0
53 1176 0
335 695 0
315 451 0
360 156 0
344 1222 0
177 825 0
309 1207 0
344 140 0
113 870 0
82 749 0
211 881 0
274 931 0
114 805 0
178 934 0
255 738 0
328 960 0
213 1298 0
55 768 0
238 1169 0
290 1202 0
295 714 0
87 310 0
83 564 0
87 182 0
95 -46 0
202 1159 0
144 1349 0
223 1331 0
341 1039 0
353 -14 0
213 1253 0
266 1177 0
179 494 0
257 1215 0
138 463 0
276 741 0
