363 -242 0
133 114 0
-50 -311 0
-186 82 0
175 87 0
31 187 0
-87 -39 0
335 170 0
120 -20 0
244 250 0
329 210 0
334 152 0
50 17 0
117 116 0
116 136 0
60 60 0
158 192 0
-99 -384 0
309 -146 0
135 29 0
33 129 0
-18 135 0
-90 99 0
-50 166 0
-138 -63 0
67 -164 0
-68 157 0
-37 105 0
-173 -240 0
-139 113 0
-150 144 0
-72 223 0
-109 267 0
-176 -268 0
-199 -62 0
234 -237 0
-130 -69 0
-332 -61 0
27 76 0
314 193 0
-96 -18 0
117 -7 0
101 186 0
264 266 0
299 -109 0
-373 13 0
-86 21 0
223 96 0
189 35 0
-127 -31 0
-305 -74 0
-391 53 0
83 173 0
105 24 0
259 -133 0
-136 172 0
-327 19 0
-222 7 0
-170 76 0
-127 -196 0
334 258 0
-226 75 0
-32 -226 0
234 249 0
-147 264 0
153 195 0
-73 -47 0
218 -59 0
-135 -239 0
-78 -189 0
-115 185 0
8 -255 0
-164 -253 0
-109 -306 0
160 9 0
-89 -295 0
-73 -144 0
193 -53 0
-102 110 0
8 -250 0
154 195 0
-163 212 0
61 -63 0
148 -127 0
-299 79 0
32 -29 0
32 -96 0
-14 13 0
275 -214 0
-230 67 0
-167 403 0
98 -53 0
-22 265 0
222 -141 0
19 -203 0
-120 94 0
171 -116 0
303 -208 0
-123 391 0
-132 357 0
