71 76 0
133 114 0
172 85 0
148 152 0
175 87 0
168 114 0
298 219 0
152 130 0
115 100 0
52 55 0
251 183 0
283 210 0
50 17 0
117 116 0
166 164 0
60 60 0
151 137 0
27 24 0
161 81 0
270 190 0
-45 202 0
-18 135 0
-27 180 0
-50 166 0
-79 259 0
-17 87 0
-68 157 0
-37 105 0
-40 162 0
-94 234 0
-69 131 0
-72 223 0
-109 267 0
-30 111 0
-34 99 0
-74 229 0
-95 170 0
-54 159 0
-53 162 0
-28 203 0
-96 -18 0
-334 4 0
-325 -28 0
-60 19 0
-51 -19 0
-373 13 0
-86 21 0
-172 20 0
-140 35 0
-127 -31 0
-249 -9 0
-367 12 0
-327 0 0
-156 29 0
-145 5 0
-35 11 0
-327 19 0
-222 7 0
-342 -12 0
-158 -13 0
-3 -112 0
-118 -308 0
-32 -226 0
-99 -321 0
-96 -255 0
-114 -353 0
-128 -350 0
-98 -279 0
-28 -146 0
-78 -189 0
5 -63 0
-77 -153 0
-49 -221 0
-109 -306 0
-70 -273 0
-89 -295 0
-73 -144 0
-128 -330 0
-112 -360 0
-110 -223 0
25 -15 0
239 -209 0
61 -63 0
148 -127 0
27 -27 0
32 -29 0
250 -157 0
258 -213 0
275 -214 0
140 -146 0
92 -54 0
98 -53 0
149 -151 0
222 -141 0
91 -29 0
112 -92 0
171 -116 0
303 -208 0
57 -51 0
212 -154 0
