358 400 0
404 387 0
413 295 0
425 431 0
415 294 0
422 345 0
527 363 0
419 390 0
389 387 0
340 387 0
490 360 0
516 365 0
325 329 0
396 409 0
439 429 0
347 386 0
421 403 0
316 366 0
406 302 0
502 350 0
424 321 0
378 310 0
407 299 0
403 352 0
465 350 0
349 339 0
401 392 0
364 366 0
399 335 0
452 394 0
386 409 0
441 358 0
475 401 0
366 348 0
400 683 0
472 678 0
445 775 0
433 684 0
434 680 0
451 590 0
395 727 0
520 668 0
515 751 0
376 631 0
371 728 0
541 647 0
390 626 0
435 629 0
418 591 0
411 757 0
476 702 0
538 648 0
517 678 0
427 605 0
421 666 0
363 650 0
517 630 0
461 661 0
524 711 0
428 714 0
401 758 0
518 638 0
463 778 0
522 691 0
488 649 0
540 682 0
541 646 0
300 482 0
222 545 0
252 459 0
175 563 0
234 433 0
263 553 0
316 477 0
292 545 0
307 515 0
229 437 0
331 450 0
343 510 0
274 410 0
159 507 0
311 429 0
190 463 0
247 461 0
164 485 0
167 489 0
299 549 0
320 449 0
328 472 0
249 410 0
200 526 0
202 536 0
255 412 0
283 541 0
192 576 0
220 479 0
253 516 0
338 524 0
185 481 0
282 501 0
