@relation paw02a-800-7-50-BI-5-3tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
419.0,390.0,positive
298.0,485.0,positive
406.0,302.0,positive
259.0,656.0,positive
542.0,331.0,positive
418.0,591.0,positive
411.0,757.0,positive
421.0,666.0,positive
252.0,459.0,positive
175.0,563.0,positive
263.0,553.0,positive
274.0,410.0,positive
159.0,507.0,positive
156.0,540.0,positive
140.0,617.0,positive
299.0,549.0,positive
322.0,567.0,positive
343.0,662.0,positive
220.0,479.0,positive
253.0,516.0,positive
234.0,945.0,negative
386.0,836.0,negative
41.0,703.0,negative
330.0,101.0,negative
436.0,120.0,negative
636.0,970.0,negative
734.0,373.0,negative
67.0,174.0,negative
429.0,891.0,negative
415.0,884.0,negative
395.0,908.0,negative
244.0,359.0,negative
51.0,142.0,negative
-41.0,761.0,negative
216.0,263.0,negative
398.0,81.0,negative
24.0,102.0,negative
547.0,492.0,negative
635.0,333.0,negative
726.0,496.0,negative
121.0,867.0,negative
667.0,532.0,negative
329.0,127.0,negative
-51.0,933.0,negative
335.0,739.0,negative
353.0,168.0,negative
224.0,139.0,negative
668.0,453.0,negative
15.0,509.0,negative
286.0,393.0,negative
73.0,469.0,negative
757.0,940.0,negative
430.0,194.0,negative
559.0,981.0,negative
68.0,653.0,negative
259.0,211.0,negative
221.0,974.0,negative
101.0,481.0,negative
334.0,922.0,negative
396.0,129.0,negative
414.0,919.0,negative
424.0,797.0,negative
519.0,553.0,negative
760.0,590.0,negative
347.0,748.0,negative
-2.0,183.0,negative
195.0,230.0,negative
751.0,885.0,negative
676.0,524.0,negative
2.0,561.0,negative
512.0,207.0,negative
548.0,702.0,negative
-51.0,836.0,negative
237.0,609.0,negative
-32.0,420.0,negative
222.0,816.0,negative
379.0,838.0,negative
151.0,557.0,negative
1.0,333.0,negative
100.0,931.0,negative
429.0,552.0,negative
44.0,278.0,negative
263.0,910.0,negative
310.0,657.0,negative
-34.0,537.0,negative
645.0,537.0,negative
7.0,186.0,negative
174.0,213.0,negative
235.0,755.0,negative
643.0,302.0,negative
729.0,71.0,negative
264.0,173.0,negative
565.0,531.0,negative
37.0,863.0,negative
62.0,570.0,negative
677.0,921.0,negative
51.0,860.0,negative
372.0,601.0,negative
146.0,225.0,negative
131.0,657.0,negative
643.0,301.0,negative
567.0,212.0,negative
358.0,904.0,negative
624.0,330.0,negative
132.0,347.0,negative
629.0,966.0,negative
723.0,70.0,negative
704.0,541.0,negative
739.0,967.0,negative
-36.0,919.0,negative
541.0,220.0,negative
260.0,629.0,negative
717.0,835.0,negative
141.0,516.0,negative
345.0,227.0,negative
47.0,442.0,negative
569.0,742.0,negative
106.0,524.0,negative
364.0,123.0,negative
737.0,540.0,negative
106.0,755.0,negative
444.0,170.0,negative
166.0,897.0,negative
465.0,862.0,negative
569.0,241.0,negative
18.0,519.0,negative
701.0,972.0,negative
89.0,601.0,negative
708.0,565.0,negative
346.0,445.0,negative
48.0,470.0,negative
454.0,147.0,negative
755.0,986.0,negative
228.0,702.0,negative
149.0,799.0,negative
705.0,239.0,negative
38.0,710.0,negative
433.0,466.0,negative
70.0,210.0,negative
64.0,516.0,negative
313.0,664.0,negative
580.0,116.0,negative
721.0,711.0,negative
151.0,347.0,negative
596.0,519.0,negative
119.0,294.0,negative
54.0,933.0,negative
747.0,944.0,negative
320.0,641.0,negative
169.0,123.0,negative
596.0,972.0,negative
10.0,143.0,negative
171.0,157.0,negative
27.0,836.0,negative
209.0,821.0,negative
105.0,459.0,negative
38.0,626.0,negative
153.0,398.0,negative
-18.0,700.0,negative
359.0,632.0,negative
