@relation  ecoli-0_vs_1
@attribute Mcg real[0.0,0.89]
@attribute Gvh real[0.16,1.0]
@attribute Lip real[0.48,1.0]
@attribute Chg real[0.5,1.0]
@attribute Aac real[0.0,0.88]
@attribute Alm1 real[0.03,1.0]
@attribute Alm2 real[0.0,0.99]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Lip,Chg,Aac,Alm1,Alm2
@outputs Class
@data
0.5, 0.66, 0.48, 0.5, 0.31, 0.92, 0.92, positive
0.61, 0.52, 0.48, 0.5, 0.54, 0.67, 0.52, positive
0.74, 0.44, 0.48, 0.5, 0.55, 0.88, 0.89, positive
0.71, 0.4, 0.48, 0.5, 0.71, 0.7, 0.74, positive
0.43, 0.4, 0.48, 0.5, 0.58, 0.75, 0.78, positive
0.31, 0.36, 0.48, 0.5, 0.58, 0.94, 0.94, positive
0.35, 0.51, 0.48, 0.5, 0.61, 0.71, 0.74, positive
0.16, 0.51, 0.48, 0.5, 0.33, 0.39, 0.48, positive
0.42, 0.3, 0.48, 0.5, 0.48, 0.26, 0.36, negative
0.4, 0.46, 0.48, 0.5, 0.42, 0.35, 0.44, negative
0.3, 0.37, 0.48, 0.5, 0.43, 0.18, 0.3, negative
0.51, 0.37, 0.48, 0.5, 0.35, 0.36, 0.45, negative
0.36, 0.54, 0.48, 0.5, 0.41, 0.38, 0.46, negative
0.29, 0.52, 0.48, 0.5, 0.42, 0.29, 0.39, negative
0.24, 0.34, 0.48, 0.5, 0.38, 0.3, 0.4, negative
0.36, 0.41, 0.48, 0.5, 0.48, 0.47, 0.54, negative
0.4, 0.42, 0.48, 0.5, 0.37, 0.27, 0.27, negative
0.17, 0.38, 0.48, 0.5, 0.45, 0.42, 0.5, negative
0.18, 0.3, 0.48, 0.5, 0.46, 0.24, 0.35, negative
0.35, 0.37, 0.48, 0.5, 0.3, 0.34, 0.43, negative
0.51, 0.46, 0.48, 0.5, 0.58, 0.31, 0.41, negative
0.3, 0.16, 0.48, 0.5, 0.56, 0.11, 0.23, negative
0.52, 0.57, 0.48, 0.5, 0.42, 0.47, 0.54, negative
