@relation 04clover5z-800-7-70-BI-5-4tst
@attribute a0 real[-571.0,533.0]
@attribute a1 real[-413.0,413.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
363.0,-242.0,positive
175.0,87.0,positive
334.0,152.0,positive
50.0,17.0,positive
60.0,60.0,positive
-173.0,-240.0,positive
-109.0,267.0,positive
-332.0,-61.0,positive
314.0,193.0,positive
-327.0,19.0,positive
-32.0,-226.0,positive
153.0,195.0,positive
-135.0,-239.0,positive
8.0,-255.0,positive
160.0,9.0,positive
-89.0,-295.0,positive
148.0,-127.0,positive
-299.0,79.0,positive
19.0,-203.0,positive
303.0,-208.0,positive
40.0,152.0,negative
-498.0,-86.0,negative
112.0,208.0,negative
418.0,-257.0,negative
-249.0,349.0,negative
518.0,297.0,negative
-533.0,-388.0,negative
-403.0,-298.0,negative
408.0,-67.0,negative
86.0,-139.0,negative
-466.0,-17.0,negative
-389.0,-53.0,negative
-396.0,110.0,negative
-442.0,51.0,negative
-366.0,73.0,negative
291.0,-7.0,negative
452.0,-133.0,negative
-427.0,18.0,negative
-351.0,-42.0,negative
-433.0,-328.0,negative
441.0,-174.0,negative
312.0,102.0,negative
34.0,274.0,negative
275.0,337.0,negative
464.0,-43.0,negative
73.0,372.0,negative
-226.0,97.0,negative
526.0,228.0,negative
494.0,344.0,negative
315.0,380.0,negative
498.0,226.0,negative
-226.0,-267.0,negative
403.0,288.0,negative
520.0,317.0,negative
-389.0,-291.0,negative
445.0,358.0,negative
199.0,-287.0,negative
-212.0,345.0,negative
-557.0,273.0,negative
-8.0,3.0,negative
-434.0,83.0,negative
417.0,362.0,negative
-302.0,261.0,negative
125.0,-154.0,negative
-173.0,-359.0,negative
88.0,20.0,negative
-428.0,-224.0,negative
-472.0,55.0,negative
137.0,350.0,negative
-208.0,-63.0,negative
377.0,6.0,negative
91.0,-243.0,negative
-541.0,327.0,negative
-546.0,339.0,negative
-510.0,67.0,negative
-508.0,233.0,negative
280.0,-266.0,negative
-48.0,-48.0,negative
420.0,349.0,negative
-418.0,295.0,negative
-481.0,373.0,negative
-428.0,-82.0,negative
108.0,-272.0,negative
-317.0,403.0,negative
439.0,107.0,negative
355.0,-107.0,negative
349.0,-177.0,negative
483.0,-410.0,negative
-555.0,11.0,negative
247.0,-94.0,negative
-373.0,-123.0,negative
353.0,-185.0,negative
-537.0,348.0,negative
-340.0,-283.0,negative
453.0,187.0,negative
-190.0,142.0,negative
-224.0,-304.0,negative
-370.0,-215.0,negative
411.0,304.0,negative
-367.0,-276.0,negative
424.0,-53.0,negative
-344.0,201.0,negative
-403.0,-383.0,negative
385.0,384.0,negative
297.0,-294.0,negative
301.0,122.0,negative
-264.0,328.0,negative
-478.0,-158.0,negative
410.0,-366.0,negative
462.0,32.0,negative
-166.0,-351.0,negative
28.0,139.0,negative
-423.0,-52.0,negative
-154.0,66.0,negative
316.0,235.0,negative
459.0,-258.0,negative
470.0,-92.0,negative
254.0,305.0,negative
271.0,147.0,negative
-191.0,44.0,negative
-123.0,-62.0,negative
28.0,294.0,negative
-2.0,404.0,negative
461.0,-254.0,negative
330.0,-183.0,negative
45.0,276.0,negative
163.0,-195.0,negative
470.0,-118.0,negative
-467.0,90.0,negative
15.0,-320.0,negative
514.0,370.0,negative
-261.0,-362.0,negative
-529.0,151.0,negative
-196.0,-341.0,negative
-377.0,97.0,negative
230.0,-58.0,negative
-542.0,4.0,negative
-529.0,134.0,negative
-346.0,-62.0,negative
-140.0,-335.0,negative
239.0,280.0,negative
-160.0,218.0,negative
388.0,60.0,negative
-52.0,-382.0,negative
-135.0,-121.0,negative
145.0,-408.0,negative
186.0,79.0,negative
-402.0,-40.0,negative
383.0,293.0,negative
-154.0,-55.0,negative
225.0,-22.0,negative
-451.0,189.0,negative
225.0,397.0,negative
88.0,202.0,negative
-388.0,-44.0,negative
-555.0,315.0,negative
-236.0,-411.0,negative
-213.0,189.0,negative
-432.0,-55.0,negative
420.0,200.0,negative
