@relation 04clover5z-800-7-30-BI-5-4tst
@attribute a0 real[-573.0,533.0]
@attribute a1 real[-413.0,413.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
71.0,76.0,positive
175.0,87.0,positive
334.0,152.0,positive
50.0,17.0,positive
60.0,60.0,positive
-40.0,162.0,positive
-109.0,267.0,positive
-54.0,159.0,positive
314.0,193.0,positive
-327.0,19.0,positive
-32.0,-226.0,positive
153.0,195.0,positive
-28.0,-146.0,positive
8.0,-255.0,positive
-70.0,-273.0,positive
-89.0,-295.0,positive
148.0,-127.0,positive
-299.0,79.0,positive
19.0,-203.0,positive
303.0,-208.0,positive
494.0,362.0,negative
89.0,-228.0,negative
-542.0,401.0,negative
-398.0,245.0,negative
477.0,-71.0,negative
-82.0,73.0,negative
103.0,202.0,negative
-123.0,391.0,negative
-288.0,153.0,negative
206.0,320.0,negative
-138.0,-63.0,negative
-267.0,106.0,negative
5.0,-169.0,negative
373.0,107.0,negative
-179.0,-75.0,negative
-173.0,371.0,negative
30.0,274.0,negative
330.0,376.0,negative
-176.0,193.0,negative
292.0,-273.0,negative
-165.0,-98.0,negative
-432.0,155.0,negative
338.0,71.0,negative
98.0,-364.0,negative
-441.0,297.0,negative
504.0,-365.0,negative
465.0,-11.0,negative
369.0,224.0,negative
-345.0,189.0,negative
-543.0,207.0,negative
-446.0,369.0,negative
246.0,-32.0,negative
248.0,242.0,negative
-557.0,360.0,negative
-398.0,90.0,negative
305.0,-369.0,negative
-414.0,210.0,negative
-145.0,114.0,negative
40.0,152.0,negative
-498.0,-86.0,negative
518.0,297.0,negative
-322.0,-183.0,negative
-166.0,260.0,negative
-161.0,346.0,negative
528.0,367.0,negative
109.0,-292.0,negative
-501.0,246.0,negative
-77.0,-348.0,negative
428.0,66.0,negative
348.0,141.0,negative
427.0,-277.0,negative
528.0,394.0,negative
-286.0,343.0,negative
312.0,102.0,negative
34.0,274.0,negative
-14.0,214.0,negative
-554.0,-41.0,negative
275.0,337.0,negative
-294.0,-127.0,negative
68.0,347.0,negative
187.0,-70.0,negative
35.0,-326.0,negative
526.0,228.0,negative
360.0,67.0,negative
-256.0,-182.0,negative
343.0,-324.0,negative
533.0,54.0,negative
-21.0,195.0,negative
504.0,-387.0,negative
498.0,226.0,negative
26.0,-247.0,negative
-348.0,384.0,negative
-374.0,279.0,negative
512.0,235.0,negative
420.0,337.0,negative
-532.0,-97.0,negative
491.0,375.0,negative
-189.0,256.0,negative
99.0,-348.0,negative
-484.0,18.0,negative
417.0,362.0,negative
-320.0,-202.0,negative
89.0,-396.0,negative
-491.0,-294.0,negative
-428.0,-224.0,negative
-134.0,340.0,negative
471.0,-293.0,negative
-208.0,-63.0,negative
91.0,-243.0,negative
393.0,-382.0,negative
388.0,-36.0,negative
-365.0,258.0,negative
453.0,138.0,negative
490.0,-408.0,negative
-469.0,-116.0,negative
-6.0,334.0,negative
-272.0,-159.0,negative
439.0,107.0,negative
356.0,390.0,negative
-434.0,17.0,negative
-417.0,336.0,negative
247.0,-94.0,negative
-507.0,-324.0,negative
-537.0,348.0,negative
-416.0,348.0,negative
72.0,-226.0,negative
-340.0,-283.0,negative
474.0,272.0,negative
-24.0,-270.0,negative
-87.0,52.0,negative
8.0,-122.0,negative
-175.0,209.0,negative
329.0,-299.0,negative
118.0,404.0,negative
502.0,9.0,negative
-344.0,201.0,negative
-403.0,-383.0,negative
107.0,-320.0,negative
-470.0,-212.0,negative
465.0,136.0,negative
-368.0,64.0,negative
462.0,32.0,negative
475.0,42.0,negative
-357.0,-240.0,negative
-225.0,57.0,negative
-166.0,-351.0,negative
349.0,354.0,negative
-407.0,-25.0,negative
316.0,235.0,negative
411.0,46.0,negative
290.0,-369.0,negative
-486.0,-181.0,negative
-238.0,-389.0,negative
271.0,147.0,negative
312.0,-9.0,negative
223.0,-246.0,negative
-2.0,404.0,negative
346.0,76.0,negative
-499.0,-50.0,negative
-191.0,243.0,negative
