@relation  paw02a-600-5-30-BI-5-5tra
@attribute a0 real[-63.0,760.0]
@attribute a1 real[67.0,992.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
403.0, 352.0, positive
338.0, 524.0, positive
461.0, 661.0, positive
518.0, 638.0, positive
443.0, 807.0, positive
342.0, 463.0, positive
325.0, 329.0, positive
259.0, 656.0, positive
358.0, 400.0, positive
200.0, 526.0, positive
502.0, 350.0, positive
399.0, 280.0, positive
274.0, 410.0, positive
316.0, 366.0, positive
159.0, 507.0, positive
590.0, 722.0, positive
400.0, 683.0, positive
121.0, 552.0, positive
390.0, 626.0, positive
541.0, 647.0, positive
48.0, 902.0, negative
243.0, 917.0, negative
330.0, 101.0, negative
244.0, 359.0, negative
105.0, 726.0, negative
395.0, 908.0, negative
111.0, 155.0, negative
121.0, 298.0, negative
748.0, 215.0, negative
231.0, 746.0, negative
645.0, 537.0, negative
40.0, 623.0, negative
272.0, 989.0, negative
379.0, 838.0, negative
171.0, 147.0, negative
727.0, 67.0, negative
739.0, 120.0, negative
73.0, 859.0, negative
39.0, 483.0, negative
205.0, 916.0, negative
636.0, 970.0, negative
360.0, 925.0, negative
86.0, 514.0, negative
449.0, 215.0, negative
639.0, 780.0, negative
506.0, 911.0, negative
2.0, 561.0, negative
465.0, 979.0, negative
635.0, 333.0, negative
536.0, 793.0, negative
641.0, 649.0, negative
659.0, 181.0, negative
18.0, 407.0, negative
41.0, 703.0, negative
529.0, 229.0, negative
383.0, 251.0, negative
185.0, 677.0, negative
436.0, 120.0, negative
61.0, 100.0, negative
-17.0, 951.0, negative
-9.0, 805.0, negative
103.0, 960.0, negative
372.0, 543.0, negative
174.0, 965.0, negative
751.0, 637.0, negative
68.0, 438.0, negative
526.0, 508.0, negative
750.0, 862.0, negative
172.0, 325.0, negative
690.0, 319.0, negative
195.0, 230.0, negative
302.0, 611.0, negative
735.0, 783.0, negative
142.0, 640.0, negative
194.0, 614.0, negative
518.0, 244.0, negative
632.0, 127.0, negative
429.0, 552.0, negative
555.0, 662.0, negative
319.0, 791.0, negative
144.0, 668.0, negative
-14.0, 165.0, negative
674.0, 935.0, negative
430.0, 85.0, negative
90.0, 612.0, negative
-43.0, 909.0, negative
678.0, 847.0, negative
64.0, 364.0, negative
-37.0, 588.0, negative
656.0, 403.0, negative
50.0, 638.0, negative
744.0, 645.0, negative
739.0, 967.0, negative
325.0, 236.0, negative
426.0, 809.0, negative
135.0, 710.0, negative
-15.0, 702.0, negative
259.0, 211.0, negative
132.0, 347.0, negative
352.0, 769.0, negative
-22.0, 623.0, negative
679.0, 527.0, negative
24.0, 271.0, negative
751.0, 369.0, negative
449.0, 448.0, negative
629.0, 599.0, negative
310.0, 864.0, negative
365.0, 961.0, negative
503.0, 255.0, negative
146.0, 225.0, negative
314.0, 651.0, negative
76.0, 75.0, negative
598.0, 954.0, negative
634.0, 889.0, negative
125.0, 392.0, negative
519.0, 553.0, negative
37.0, 863.0, negative
-62.0, 575.0, negative
442.0, 459.0, negative
726.0, 496.0, negative
