@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-600-5-30-bi/paw02a-600-5-30-bi
@attribute a0 real [-63.0, 760.0]
@attribute a1 real [67.0, 992.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
623.0, 660.0, positive
224.0, 622.0, positive
422.0, 495.0, positive
325.0, 329.0, positive
606.0, 633.0, positive
347.0, 386.0, positive
406.0, 302.0, positive
121.0, 552.0, positive
286.0, 645.0, positive
259.0, 656.0, positive
475.0, 401.0, positive
472.0, 678.0, positive
433.0, 684.0, positive
301.0, 632.0, positive
520.0, 668.0, positive
418.0, 591.0, positive
411.0, 757.0, positive
538.0, 648.0, positive
517.0, 678.0, positive
421.0, 666.0, positive
443.0, 807.0, positive
268.0, 309.0, positive
401.0, 758.0, positive
541.0, 646.0, positive
222.0, 545.0, positive
175.0, 563.0, positive
234.0, 433.0, positive
307.0, 515.0, positive
241.0, 673.0, positive
159.0, 507.0, positive
190.0, 463.0, positive
322.0, 567.0, positive
200.0, 526.0, positive
343.0, 662.0, positive
192.0, 576.0, positive
253.0, 516.0, positive
338.0, 524.0, positive
185.0, 481.0, positive
313.0, 219.0, negative
194.0, 614.0, negative
486.0, 966.0, negative
-40.0, 979.0, negative
222.0, 339.0, negative
696.0, 448.0, negative
-56.0, 837.0, negative
496.0, 484.0, negative
302.0, 611.0, negative
526.0, 508.0, negative
-16.0, 793.0, negative
272.0, 967.0, negative
148.0, 701.0, negative
110.0, 690.0, negative
517.0, 888.0, negative
253.0, 664.0, negative
244.0, 892.0, negative
725.0, 852.0, negative
373.0, 563.0, negative
659.0, 181.0, negative
-34.0, 900.0, negative
419.0, 790.0, negative
272.0, 989.0, negative
-22.0, 623.0, negative
629.0, 599.0, negative
430.0, 575.0, negative
223.0, 298.0, negative
115.0, 460.0, negative
430.0, 892.0, negative
80.0, 447.0, negative
515.0, 940.0, negative
609.0, 950.0, negative
296.0, 640.0, negative
506.0, 911.0, negative
41.0, 703.0, negative
38.0, 734.0, negative
330.0, 101.0, negative
436.0, 120.0, negative
203.0, 377.0, negative
68.0, 736.0, negative
-9.0, 931.0, negative
24.0, 271.0, negative
135.0, 710.0, negative
415.0, 884.0, negative
536.0, 793.0, negative
449.0, 448.0, negative
534.0, 483.0, negative
464.0, 562.0, negative
428.0, 918.0, negative
145.0, 880.0, negative
-41.0, 761.0, negative
216.0, 263.0, negative
494.0, 576.0, negative
445.0, 954.0, negative
-20.0, 901.0, negative
138.0, 700.0, negative
402.0, 546.0, negative
512.0, 203.0, negative
24.0, 102.0, negative
547.0, 492.0, negative
272.0, 981.0, negative
64.0, 364.0, negative
154.0, 96.0, negative
726.0, 496.0, negative
329.0, 806.0, negative
-46.0, 450.0, negative
-51.0, 933.0, negative
67.0, 630.0, negative
591.0, 115.0, negative
111.0, 155.0, negative
171.0, 689.0, negative
-63.0, 592.0, negative
449.0, 215.0, negative
335.0, 739.0, negative
338.0, 206.0, negative
177.0, 920.0, negative
486.0, 513.0, negative
63.0, 195.0, negative
302.0, 888.0, negative
171.0, 147.0, negative
722.0, 588.0, negative
193.0, 317.0, negative
757.0, 940.0, negative
430.0, 194.0, negative
76.0, 75.0, negative
559.0, 981.0, negative
306.0, 139.0, negative
683.0, 604.0, negative
605.0, 87.0, negative
681.0, 218.0, negative
225.0, 703.0, negative
614.0, 836.0, negative
221.0, 974.0, negative
177.0, 317.0, negative
580.0, 520.0, negative
518.0, 244.0, negative
671.0, 395.0, negative
93.0, 725.0, negative
182.0, 623.0, negative
289.0, 806.0, negative
-49.0, 483.0, negative
302.0, 719.0, negative
334.0, 922.0, negative
555.0, 662.0, negative
396.0, 129.0, negative
143.0, 386.0, negative
509.0, 814.0, negative
296.0, 941.0, negative
519.0, 954.0, negative
27.0, 855.0, negative
227.0, 232.0, negative
242.0, 266.0, negative
755.0, 784.0, negative
632.0, 604.0, negative
589.0, 323.0, negative
373.0, 249.0, negative
760.0, 590.0, negative
302.0, 284.0, negative
598.0, 954.0, negative
470.0, 200.0, negative
360.0, 925.0, negative
735.0, 783.0, negative
166.0, 684.0, negative
103.0, 960.0, negative
