@relation  04clover5z-600-5-50-BI-5-5tra
@attribute a0 real[-573.0,533.0]
@attribute a1 real[-412.0,413.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
-72.0, 223.0, positive
-89.0, -295.0, positive
-305.0, -74.0, positive
52.0, 55.0, positive
-327.0, 19.0, positive
-14.0, 13.0, positive
67.0, -164.0, positive
303.0, -208.0, positive
-18.0, 135.0, positive
133.0, 114.0, positive
314.0, 193.0, positive
234.0, 249.0, positive
-22.0, 265.0, positive
-176.0, -268.0, positive
-96.0, -18.0, positive
171.0, -116.0, positive
223.0, 96.0, positive
-150.0, 144.0, positive
-226.0, 75.0, positive
8.0, -255.0, positive
11.0, 63.0, negative
-161.0, -105.0, negative
-353.0, 358.0, negative
248.0, 242.0, negative
57.0, -212.0, negative
-434.0, 17.0, negative
118.0, 404.0, negative
392.0, -112.0, negative
361.0, 7.0, negative
457.0, 10.0, negative
-185.0, 155.0, negative
-230.0, 136.0, negative
13.0, -249.0, negative
-222.0, -302.0, negative
-76.0, -374.0, negative
-367.0, -276.0, negative
331.0, 308.0, negative
137.0, 350.0, negative
-567.0, -214.0, negative
-555.0, 11.0, negative
490.0, -408.0, negative
-50.0, 407.0, negative
330.0, -278.0, negative
-389.0, 294.0, negative
-272.0, -159.0, negative
-162.0, -234.0, negative
-422.0, 333.0, negative
-405.0, -383.0, negative
160.0, -369.0, negative
-441.0, 297.0, negative
-378.0, 198.0, negative
23.0, 212.0, negative
302.0, -183.0, negative
-346.0, 175.0, negative
357.0, 391.0, negative
247.0, -94.0, negative
-542.0, 352.0, negative
-409.0, -161.0, negative
-472.0, 55.0, negative
-249.0, -189.0, negative
-272.0, 53.0, negative
43.0, -357.0, negative
305.0, -369.0, negative
-189.0, 256.0, negative
497.0, -145.0, negative
263.0, 403.0, negative
91.0, -243.0, negative
374.0, -203.0, negative
474.0, -356.0, negative
-338.0, -334.0, negative
-547.0, 198.0, negative
491.0, 375.0, negative
49.0, 354.0, negative
-17.0, 370.0, negative
174.0, -220.0, negative
-398.0, 90.0, negative
-452.0, -69.0, negative
87.0, 121.0, negative
492.0, -23.0, negative
-516.0, 331.0, negative
180.0, 208.0, negative
420.0, 337.0, negative
-469.0, -116.0, negative
-169.0, 71.0, negative
266.0, -320.0, negative
8.0, -122.0, negative
-510.0, -331.0, negative
40.0, -292.0, negative
474.0, 272.0, negative
-132.0, 357.0, negative
492.0, 183.0, negative
518.0, 297.0, negative
453.0, 138.0, negative
143.0, -280.0, negative
420.0, -4.0, negative
369.0, 224.0, negative
89.0, 275.0, negative
-31.0, 295.0, negative
-257.0, 340.0, negative
-403.0, -298.0, negative
-311.0, 114.0, negative
-291.0, -271.0, negative
-454.0, -230.0, negative
405.0, -231.0, negative
327.0, 54.0, negative
-331.0, -131.0, negative
-186.0, -348.0, negative
-132.0, -317.0, negative
-502.0, 151.0, negative
-389.0, -53.0, negative
-175.0, -40.0, negative
392.0, -343.0, negative
187.0, -70.0, negative
532.0, 116.0, negative
-359.0, 245.0, negative
-565.0, -371.0, negative
-275.0, 378.0, negative
83.0, -158.0, negative
-116.0, -81.0, negative
445.0, 358.0, negative
