@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/04clover5z-600-5-50-bi/04clover5z-600-5-50-bi
@attribute a0 real [-573.0, 533.0]
@attribute a1 real [-412.0, 413.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
172.0, 85.0, positive
31.0, 187.0, positive
334.0, 152.0, positive
50.0, 17.0, positive
116.0, 136.0, positive
60.0, 60.0, positive
161.0, 81.0, positive
33.0, 129.0, positive
-18.0, 135.0, positive
-27.0, 180.0, positive
-109.0, 267.0, positive
234.0, -237.0, positive
-332.0, -61.0, positive
314.0, 193.0, positive
117.0, -7.0, positive
189.0, 35.0, positive
-127.0, -31.0, positive
-367.0, 12.0, positive
-327.0, 0.0, positive
-145.0, 5.0, positive
-342.0, -12.0, positive
-127.0, -196.0, positive
334.0, 258.0, positive
-73.0, -47.0, positive
-135.0, -239.0, positive
5.0, -63.0, positive
8.0, -255.0, positive
-89.0, -295.0, positive
-102.0, 110.0, positive
154.0, 195.0, positive
61.0, -63.0, positive
275.0, -214.0, positive
-167.0, 403.0, positive
98.0, -53.0, positive
19.0, -203.0, positive
171.0, -116.0, positive
303.0, -208.0, positive
-123.0, 391.0, positive
-265.0, -112.0, negative
-361.0, -238.0, negative
191.0, 341.0, negative
338.0, 71.0, negative
365.0, -248.0, negative
98.0, -364.0, negative
-214.0, -135.0, negative
-297.0, -283.0, negative
-395.0, 184.0, negative
524.0, 102.0, negative
497.0, -139.0, negative
-222.0, -302.0, negative
-397.0, -317.0, negative
-454.0, -230.0, negative
-441.0, 297.0, negative
317.0, 407.0, negative
88.0, 323.0, negative
516.0, -280.0, negative
-134.0, -96.0, negative
2.0, 385.0, negative
231.0, 235.0, negative
43.0, 338.0, negative
229.0, -40.0, negative
396.0, 196.0, negative
-254.0, 389.0, negative
-159.0, -152.0, negative
508.0, 166.0, negative
-419.0, -345.0, negative
-543.0, 207.0, negative
-198.0, -237.0, negative
299.0, 5.0, negative
-132.0, 357.0, negative
47.0, -399.0, negative
83.0, 249.0, negative
107.0, -207.0, negative
364.0, -175.0, negative
486.0, -29.0, negative
-550.0, -70.0, negative
248.0, 242.0, negative
-557.0, 360.0, negative
305.0, -369.0, negative
-258.0, 143.0, negative
-266.0, 384.0, negative
-243.0, 413.0, negative
418.0, -257.0, negative
-249.0, 349.0, negative
-275.0, 378.0, negative
486.0, -394.0, negative
-325.0, -206.0, negative
-533.0, -388.0, negative
-403.0, -298.0, negative
408.0, -67.0, negative
481.0, 52.0, negative
160.0, -369.0, negative
-161.0, 346.0, negative
-104.0, -121.0, negative
-228.0, -189.0, negative
-462.0, -108.0, negative
-385.0, -405.0, negative
263.0, 403.0, negative
-396.0, 110.0, negative
496.0, 311.0, negative
465.0, 342.0, negative
-420.0, -36.0, negative
348.0, 141.0, negative
-442.0, 51.0, negative
233.0, 294.0, negative
-140.0, -284.0, negative
-286.0, 343.0, negative
-191.0, 397.0, negative
-249.0, -189.0, negative
452.0, -133.0, negative
28.0, -139.0, negative
441.0, -174.0, negative
312.0, 102.0, negative
-510.0, -331.0, negative
-14.0, 214.0, negative
196.0, 254.0, negative
68.0, 347.0, negative
-446.0, -117.0, negative
81.0, 239.0, negative
-226.0, 97.0, negative
209.0, 379.0, negative
-162.0, -234.0, negative
35.0, -326.0, negative
208.0, 21.0, negative
408.0, -183.0, negative
360.0, 67.0, negative
0.0, 178.0, negative
-346.0, 175.0, negative
488.0, -412.0, negative
-287.0, 89.0, negative
-480.0, -337.0, negative
504.0, -387.0, negative
143.0, -294.0, negative
187.0, -244.0, negative
-348.0, 384.0, negative
-226.0, -267.0, negative
396.0, 16.0, negative
496.0, -377.0, negative
526.0, -377.0, negative
512.0, 235.0, negative
330.0, -278.0, negative
-362.0, -27.0, negative
403.0, 288.0, negative
-105.0, -52.0, negative
23.0, 212.0, negative
-116.0, -81.0, negative
-212.0, 345.0, negative
-557.0, 273.0, negative
-169.0, 71.0, negative
-532.0, -97.0, negative
491.0, 375.0, negative
99.0, -348.0, negative
-484.0, 18.0, negative
-227.0, 303.0, negative
-434.0, 83.0, negative
-332.0, 183.0, negative
-306.0, 113.0, negative
-402.0, 349.0, negative
-320.0, -202.0, negative
-512.0, 377.0, negative
-531.0, 81.0, negative
89.0, -396.0, negative
-173.0, -359.0, negative
88.0, 20.0, negative
392.0, -343.0, negative
-428.0, -224.0, negative
-134.0, 340.0, negative
-376.0, 188.0, negative
-472.0, 55.0, negative
285.0, 77.0, negative
137.0, 350.0, negative
91.0, -243.0, negative
-478.0, -306.0, negative
-509.0, 154.0, negative
-254.0, -282.0, negative
-257.0, 340.0, negative
375.0, -203.0, negative
388.0, -36.0, negative
-365.0, 258.0, negative
-79.0, 41.0, negative
-416.0, 110.0, negative
143.0, -280.0, negative
-510.0, 67.0, negative
361.0, 7.0, negative
280.0, -266.0, negative
-48.0, -48.0, negative
57.0, -212.0, negative
46.0, -128.0, negative
-291.0, -271.0, negative
-48.0, -397.0, negative
-311.0, 114.0, negative
446.0, 312.0, negative
-384.0, -195.0, negative
-481.0, 373.0, negative
273.0, -282.0, negative
-272.0, -159.0, negative
-161.0, -105.0, negative
88.0, 251.0, negative
423.0, -1.0, negative
449.0, 53.0, negative
355.0, -107.0, negative
-331.0, -131.0, negative
89.0, 275.0, negative
349.0, -177.0, negative
146.0, -387.0, negative
356.0, 390.0, negative
-434.0, 17.0, negative
504.0, 391.0, negative
-416.0, 348.0, negative
-60.0, -329.0, negative
245.0, 111.0, negative
72.0, -226.0, negative
-50.0, 338.0, negative
453.0, 187.0, negative
86.0, 403.0, negative
-424.0, -77.0, negative
-288.0, 70.0, negative
-190.0, 142.0, negative
-175.0, 209.0, negative
-254.0, -136.0, negative
-224.0, -304.0, negative
-538.0, 229.0, negative
281.0, 385.0, negative
-367.0, -276.0, negative
-31.0, 295.0, negative
329.0, -299.0, negative
-426.0, 314.0, negative
-50.0, 407.0, negative
331.0, 308.0, negative
-141.0, 131.0, negative
118.0, 404.0, negative
83.0, -158.0, negative
424.0, -53.0, negative
149.0, 23.0, negative
502.0, 9.0, negative
-149.0, -286.0, negative
405.0, -231.0, negative
-403.0, -383.0, negative
-565.0, -371.0, negative
-99.0, -384.0, positive
67.0, -164.0, positive
-199.0, -62.0, positive
-96.0, -18.0, positive
299.0, -109.0, positive
-373.0, 13.0, positive
-73.0, -144.0, positive
-230.0, 67.0, positive
212.0, -154.0, positive
292.0, -273.0, negative
49.0, -94.0, negative
440.0, 345.0, negative
-501.0, 358.0, negative
-306.0, 161.0, negative
44.0, -283.0, negative
87.0, 347.0, negative
-205.0, 389.0, negative
-324.0, 302.0, negative
102.0, 160.0, negative
200.0, 193.0, negative
-33.0, -288.0, negative
518.0, 297.0, negative
-322.0, -183.0, negative
-466.0, -17.0, negative
-166.0, 260.0, negative
528.0, 367.0, negative
109.0, -292.0, negative
428.0, 66.0, negative
324.0, -395.0, negative
291.0, -7.0, negative
-554.0, -41.0, negative
257.0, 118.0, negative
-294.0, -127.0, negative
