@relation  04clover5z-600-5-50-BI-5-5tra
@attribute a0 real[-573.0,533.0]
@attribute a1 real[-412.0,413.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
-72.0, 223.0, positive
-89.0, -295.0, positive
-305.0, -74.0, positive
52.0, 55.0, positive
-327.0, 19.0, positive
-14.0, 13.0, positive
67.0, -164.0, positive
303.0, -208.0, positive
-18.0, 135.0, positive
133.0, 114.0, positive
314.0, 193.0, positive
234.0, 249.0, positive
-22.0, 265.0, positive
-176.0, -268.0, positive
-96.0, -18.0, positive
171.0, -116.0, positive
223.0, 96.0, positive
-150.0, 144.0, positive
-226.0, 75.0, positive
8.0, -255.0, positive
11.0, 63.0, negative
-161.0, -105.0, negative
-353.0, 358.0, negative
248.0, 242.0, negative
57.0, -212.0, negative
-434.0, 17.0, negative
118.0, 404.0, negative
392.0, -112.0, negative
361.0, 7.0, negative
457.0, 10.0, negative
-185.0, 155.0, negative
-230.0, 136.0, negative
13.0, -249.0, negative
-222.0, -302.0, negative
-76.0, -374.0, negative
-367.0, -276.0, negative
331.0, 308.0, negative
137.0, 350.0, negative
-567.0, -214.0, negative
-555.0, 11.0, negative
490.0, -408.0, negative
-50.0, 407.0, negative
330.0, -278.0, negative
-389.0, 294.0, negative
-272.0, -159.0, negative
-162.0, -234.0, negative
-422.0, 333.0, negative
-405.0, -383.0, negative
160.0, -369.0, negative
-441.0, 297.0, negative
-378.0, 198.0, negative
23.0, 212.0, negative
302.0, -183.0, negative
-346.0, 175.0, negative
357.0, 391.0, negative
247.0, -94.0, negative
-542.0, 352.0, negative
-409.0, -161.0, negative
-472.0, 55.0, negative
-249.0, -189.0, negative
-272.0, 53.0, negative
43.0, -357.0, negative
305.0, -369.0, negative
-189.0, 256.0, negative
497.0, -145.0, negative
263.0, 403.0, negative
91.0, -243.0, negative
374.0, -203.0, negative
474.0, -356.0, negative
-338.0, -334.0, negative
-547.0, 198.0, negative
491.0, 375.0, negative
49.0, 354.0, negative
-17.0, 370.0, negative
174.0, -220.0, negative
-398.0, 90.0, negative
-452.0, -69.0, negative
87.0, 121.0, negative
492.0, -23.0, negative
-516.0, 331.0, negative
180.0, 208.0, negative
420.0, 337.0, negative
-469.0, -116.0, negative
-169.0, 71.0, negative
266.0, -320.0, negative
8.0, -122.0, negative
-510.0, -331.0, negative
40.0, -292.0, negative
474.0, 272.0, negative
-132.0, 357.0, negative
492.0, 183.0, negative
518.0, 297.0, negative
453.0, 138.0, negative
143.0, -280.0, negative
420.0, -4.0, negative
369.0, 224.0, negative
89.0, 275.0, negative
-31.0, 295.0, negative
-257.0, 340.0, negative
-403.0, -298.0, negative
-311.0, 114.0, negative
-291.0, -271.0, negative
-454.0, -230.0, negative
405.0, -231.0, negative
327.0, 54.0, negative
-331.0, -131.0, negative
-186.0, -348.0, negative
-132.0, -317.0, negative
-502.0, 151.0, negative
-389.0, -53.0, negative
-175.0, -40.0, negative
392.0, -343.0, negative
187.0, -70.0, negative
532.0, 116.0, negative
-359.0, 245.0, negative
-565.0, -371.0, negative
-275.0, 378.0, negative
83.0, -158.0, negative
-116.0, -81.0, negative
445.0, 358.0, negative
-68.0, 157.0, positive
-109.0, -306.0, positive
-332.0, -61.0, positive
60.0, 60.0, positive
-367.0, 12.0, positive
-60.0, 19.0, positive
19.0, -203.0, positive
275.0, -214.0, positive
-37.0, 105.0, positive
117.0, 116.0, positive
335.0, 170.0, positive
251.0, 183.0, positive
31.0, 187.0, positive
-164.0, -253.0, positive
-87.0, -39.0, positive
212.0, -154.0, positive
175.0, 87.0, positive
-139.0, 113.0, positive
-230.0, 67.0, positive
8.0, -250.0, positive
38.0, 72.0, negative
-165.0, -98.0, negative
-348.0, 384.0, negative
231.0, 235.0, negative
57.0, -216.0, negative
-427.0, 18.0, negative
137.0, 401.0, negative
413.0, -120.0, negative
377.0, 6.0, negative
457.0, 26.0, negative
-190.0, 142.0, negative
-258.0, 143.0, negative
26.0, -247.0, negative
-224.0, -304.0, negative
-77.0, -348.0, negative
-340.0, -283.0, negative
336.0, 274.0, negative
87.0, 347.0, negative
-526.0, -187.0, negative
-534.0, 6.0, negative
488.0, -412.0, negative
-18.0, 406.0, negative
329.0, -299.0, negative
-374.0, 279.0, negative
-256.0, -182.0, negative
-198.0, -237.0, negative
-417.0, 336.0, negative
-403.0, -383.0, negative
146.0, -387.0, negative
-450.0, 291.0, negative
-376.0, 188.0, negative
-14.0, 214.0, negative
330.0, -197.0, negative
-345.0, 189.0, negative
356.0, 390.0, negative
229.0, -77.0, negative
-537.0, 348.0, negative
-401.0, -147.0, negative
-484.0, 28.0, negative
-228.0, -189.0, negative
-288.0, 70.0, negative
35.0, -326.0, negative
297.0, -342.0, negative
-166.0, 260.0, negative
497.0, -139.0, negative
285.0, 401.0, negative
108.0, -272.0, negative
375.0, -203.0, negative
504.0, -365.0, negative
-384.0, -349.0, negative
-543.0, 207.0, negative
504.0, 391.0, negative
43.0, 338.0, negative
-3.0, 353.0, negative
187.0, -244.0, negative
-396.0, 110.0, negative
-428.0, -82.0, negative
102.0, 160.0, negative
486.0, -29.0, negative
-501.0, 358.0, negative
200.0, 193.0, negative
420.0, 349.0, negative
-501.0, -122.0, negative
-175.0, 41.0, negative
273.0, -282.0, negative
28.0, -139.0, negative
-507.0, -324.0, negative
109.0, -292.0, negative
452.0, 273.0, negative
-134.0, 340.0, negative
508.0, 166.0, negative
520.0, 317.0, negative
439.0, 107.0, negative
199.0, -290.0, negative
424.0, -53.0, negative
350.0, 193.0, negative
88.0, 251.0, negative
-22.0, 238.0, negative
-249.0, 349.0, negative
-433.0, -328.0, negative
-306.0, 113.0, negative
-320.0, -202.0, negative
-370.0, -215.0, negative
434.0, -232.0, negative
338.0, 71.0, negative
-373.0, -123.0, negative
-173.0, -359.0, negative
-132.0, -325.0, negative
-509.0, 154.0, negative
-420.0, -36.0, negative
-182.0, -81.0, negative
393.0, -382.0, negative
165.0, -14.0, negative
524.0, 102.0, negative
-365.0, 258.0, negative
-533.0, -388.0, negative
-243.0, 413.0, negative
76.0, -164.0, negative
-58.0, -49.0, negative
257.0, 118.0, negative
-95.0, 170.0, positive
-70.0, -273.0, positive
-325.0, -28.0, positive
50.0, 17.0, positive
-373.0, 13.0, positive
5.0, -63.0, positive
61.0, -63.0, positive
239.0, -209.0, positive
-40.0, 162.0, positive
115.0, 100.0, positive
270.0, 190.0, positive
158.0, 192.0, positive
-147.0, 264.0, positive
-127.0, -196.0, positive
-127.0, -31.0, positive
193.0, -53.0, positive
172.0, 85.0, positive
-120.0, 94.0, positive
-199.0, -62.0, positive
-73.0, -144.0, positive
22.0, 96.0, negative
-134.0, -96.0, negative
-402.0, 349.0, negative
233.0, 294.0, negative
72.0, -226.0, negative
-442.0, 51.0, negative
109.0, 379.0, negative
355.0, -107.0, negative
396.0, 16.0, negative
465.0, -11.0, negative
-174.0, 202.0, negative
-226.0, 97.0, negative
4.0, -297.0, negative
-221.0, -273.0, negative
-45.0, -382.0, negative
-389.0, -291.0, negative
362.0, 321.0, negative
90.0, 367.0, negative
-522.0, -258.0, negative
-571.0, 40.0, negative
483.0, -410.0, negative
-50.0, 338.0, negative
292.0, -273.0, negative
-418.0, 295.0, negative
-254.0, -136.0, negative
-183.0, -264.0, negative
-416.0, 348.0, negative
-385.0, -405.0, negative
98.0, -364.0, negative
-417.0, 266.0, negative
-386.0, 175.0, negative
6.0, 242.0, negative
349.0, -177.0, negative
-332.0, 183.0, negative
366.0, 394.0, negative
218.0, -102.0, negative
-546.0, 339.0, negative
-393.0, -154.0, negative
-484.0, 18.0, negative
-214.0, -135.0, negative
-287.0, 89.0, negative
47.0, -399.0, negative
320.0, -388.0, negative
-227.0, 303.0, negative
452.0, -133.0, negative
281.0, 385.0, negative
107.0, -207.0, negative
374.0, -200.0, negative
471.0, -293.0, negative
-397.0, -317.0, negative
-538.0, 229.0, negative
494.0, 344.0, negative
68.0, 347.0, negative
2.0, 385.0, negative
144.0, -196.0, negative
-420.0, 97.0, negative
-424.0, -77.0, negative
101.0, 186.0, negative
502.0, 9.0, negative
-512.0, 377.0, negative
198.0, 227.0, negative
417.0, 362.0, negative
-433.0, -107.0, negative
-139.0, 89.0, negative
251.0, -270.0, negative
46.0, -128.0, negative
-500.0, -331.0, negative
-13.0, -322.0, negative
496.0, 311.0, negative
-115.0, 371.0, negative
504.0, 217.0, negative
526.0, 228.0, negative
431.0, 163.0, negative
107.0, -320.0, negative
388.0, -36.0, negative
396.0, 196.0, negative
83.0, 249.0, negative
-21.0, 195.0, negative
-286.0, 343.0, negative
-478.0, -306.0, negative
-293.0, 124.0, negative
-325.0, -206.0, negative
-490.0, -309.0, negative
418.0, -257.0, negative
312.0, 102.0, negative
