@relation 03subcl5-600-5-50-BI-5-5tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-281.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
187.0,34.0,positive
201.0,733.0,positive
116.0,-95.0,positive
121.0,-38.0,positive
316.0,727.0,positive
116.0,421.0,positive
119.0,211.0,positive
135.0,398.0,positive
215.0,149.0,positive
88.0,-36.0,positive
96.0,-108.0,positive
304.0,-153.0,positive
150.0,603.0,positive
265.0,671.0,positive
288.0,868.0,positive
114.0,805.0,positive
178.0,934.0,positive
202.0,1159.0,positive
341.0,1039.0,positive
276.0,741.0,positive
69.0,1074.0,negative
413.0,-63.0,negative
392.0,734.0,negative
314.0,940.0,negative
38.0,468.0,negative
117.0,439.0,negative
120.0,1393.0,negative
358.0,14.0,negative
179.0,494.0,negative
-23.0,108.0,negative
178.0,787.0,negative
142.0,451.0,negative
9.0,1229.0,negative
254.0,1341.0,negative
-19.0,1388.0,negative
264.0,156.0,negative
336.0,1116.0,negative
35.0,-114.0,negative
312.0,1012.0,negative
67.0,1408.0,negative
475.0,1234.0,negative
458.0,-242.0,negative
0.0,256.0,negative
77.0,-128.0,negative
456.0,713.0,negative
126.0,1339.0,negative
-47.0,1126.0,negative
169.0,-144.0,negative
448.0,1331.0,negative
375.0,-243.0,negative
21.0,757.0,negative
111.0,1448.0,negative
81.0,195.0,negative
28.0,508.0,negative
-6.0,807.0,negative
-52.0,-108.0,negative
84.0,779.0,negative
-74.0,511.0,negative
188.0,1348.0,negative
156.0,702.0,negative
305.0,450.0,negative
162.0,1385.0,negative
-21.0,1222.0,negative
61.0,790.0,negative
-37.0,-121.0,negative
315.0,866.0,negative
30.0,1421.0,negative
-13.0,511.0,negative
93.0,29.0,negative
391.0,1411.0,negative
443.0,656.0,negative
7.0,269.0,negative
463.0,-206.0,negative
23.0,541.0,negative
-7.0,1231.0,negative
-76.0,1185.0,negative
38.0,991.0,negative
54.0,1159.0,negative
-32.0,719.0,negative
-64.0,614.0,negative
119.0,1031.0,negative
58.0,865.0,negative
-51.0,929.0,negative
263.0,466.0,negative
78.0,-2.0,negative
408.0,523.0,negative
441.0,896.0,negative
6.0,425.0,negative
-52.0,743.0,negative
394.0,616.0,negative
353.0,30.0,negative
57.0,1394.0,negative
215.0,736.0,negative
49.0,844.0,negative
46.0,1461.0,negative
391.0,370.0,negative
254.0,418.0,negative
388.0,220.0,negative
284.0,-227.0,negative
176.0,1359.0,negative
331.0,10.0,negative
-4.0,1345.0,negative
334.0,837.0,negative
327.0,434.0,negative
246.0,116.0,negative
452.0,1182.0,negative
253.0,1460.0,negative
119.0,1046.0,negative
361.0,-130.0,negative
78.0,308.0,negative
350.0,1006.0,negative
420.0,1249.0,negative
353.0,1422.0,negative
183.0,1470.0,negative
346.0,1256.0,negative
417.0,105.0,negative
144.0,102.0,negative
-36.0,261.0,negative
-28.0,580.0,negative
350.0,697.0,negative
