@relation 03subcl5-600-5-50-BI-5-1tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-281.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
290.0,-57.0,positive
194.0,-80.0,positive
58.0,566.0,positive
323.0,1296.0,positive
358.0,91.0,positive
339.0,246.0,positive
189.0,224.0,positive
224.0,427.0,positive
84.0,-1.0,positive
201.0,510.0,positive
79.0,566.0,positive
65.0,196.0,positive
107.0,671.0,positive
235.0,147.0,positive
121.0,948.0,positive
315.0,451.0,positive
55.0,768.0,positive
284.0,1117.0,positive
353.0,-14.0,positive
138.0,463.0,positive
12.0,533.0,negative
-64.0,1306.0,negative
247.0,1098.0,negative
146.0,1476.0,negative
83.0,564.0,negative
400.0,829.0,negative
482.0,1228.0,negative
-49.0,695.0,negative
265.0,187.0,negative
404.0,1188.0,negative
118.0,1013.0,negative
73.0,359.0,negative
-12.0,931.0,negative
323.0,28.0,negative
99.0,310.0,negative
56.0,-5.0,negative
396.0,1441.0,negative
-17.0,1234.0,negative
371.0,1469.0,negative
228.0,755.0,negative
231.0,1323.0,negative
412.0,1018.0,negative
32.0,1005.0,negative
321.0,381.0,negative
461.0,990.0,negative
410.0,359.0,negative
418.0,605.0,negative
5.0,792.0,negative
18.0,571.0,negative
-66.0,712.0,negative
-7.0,1311.0,negative
337.0,23.0,negative
42.0,159.0,negative
345.0,-83.0,negative
92.0,194.0,negative
6.0,836.0,negative
463.0,1265.0,negative
199.0,1468.0,negative
-13.0,-100.0,negative
395.0,1287.0,negative
201.0,1057.0,negative
350.0,1320.0,negative
231.0,-163.0,negative
-19.0,349.0,negative
69.0,714.0,negative
316.0,645.0,negative
478.0,1087.0,negative
393.0,743.0,negative
364.0,207.0,negative
370.0,1411.0,negative
115.0,426.0,negative
378.0,6.0,negative
155.0,487.0,negative
221.0,1052.0,negative
424.0,590.0,negative
424.0,1319.0,negative
-39.0,660.0,negative
100.0,1337.0,negative
400.0,48.0,negative
-13.0,778.0,negative
63.0,652.0,negative
-39.0,225.0,negative
423.0,1374.0,negative
2.0,1345.0,negative
45.0,167.0,negative
410.0,-134.0,negative
-10.0,120.0,negative
355.0,765.0,negative
102.0,464.0,negative
200.0,1391.0,negative
77.0,1327.0,negative
12.0,-146.0,negative
-51.0,1099.0,negative
238.0,147.0,negative
438.0,1266.0,negative
349.0,-3.0,negative
426.0,596.0,negative
376.0,716.0,negative
149.0,1394.0,negative
49.0,253.0,negative
391.0,1433.0,negative
336.0,398.0,negative
390.0,203.0,negative
441.0,1183.0,negative
178.0,-102.0,negative
-71.0,1024.0,negative
128.0,1400.0,negative
137.0,791.0,negative
164.0,712.0,negative
454.0,1351.0,negative
303.0,816.0,negative
19.0,140.0,negative
389.0,1013.0,negative
378.0,-39.0,negative
209.0,-174.0,negative
379.0,1259.0,negative
-47.0,338.0,negative
350.0,51.0,negative
447.0,890.0,negative
384.0,998.0,negative
