@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-600-5-50-bi/03subcl5-600-5-50-bi
@attribute a0 real [-84.0, 482.0]
@attribute a1 real [-281.0, 1483.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
223.0, 763.0, positive
194.0, -80.0, positive
204.0, 89.0, positive
289.0, 4.0, positive
199.0, 38.0, positive
58.0, 566.0, positive
133.0, 471.0, positive
69.0, 879.0, positive
323.0, 1296.0, positive
358.0, 91.0, positive
114.0, 1011.0, positive
339.0, 246.0, positive
290.0, 1011.0, positive
189.0, 224.0, positive
224.0, 427.0, positive
297.0, 426.0, positive
288.0, 1016.0, positive
265.0, 1057.0, positive
222.0, 598.0, positive
84.0, -1.0, positive
201.0, 510.0, positive
76.0, 361.0, positive
199.0, 1033.0, positive
107.0, 671.0, positive
291.0, 867.0, positive
321.0, 472.0, positive
185.0, 849.0, positive
53.0, 1176.0, positive
335.0, 695.0, positive
177.0, 825.0, positive
113.0, 870.0, positive
267.0, 850.0, positive
211.0, 881.0, positive
268.0, 858.0, positive
55.0, 768.0, positive
290.0, 1202.0, positive
295.0, 714.0, positive
87.0, 310.0, positive
299.0, 1182.0, positive
87.0, 182.0, positive
353.0, -14.0, positive
266.0, 1177.0, positive
-64.0, 1306.0, negative
83.0, 564.0, negative
-56.0, 779.0, negative
112.0, 159.0, negative
400.0, 829.0, negative
482.0, 1228.0, negative
45.0, 338.0, negative
0.0, 276.0, negative
255.0, 738.0, negative
23.0, 91.0, negative
-47.0, 1387.0, negative
-12.0, 931.0, negative
382.0, 752.0, negative
323.0, 28.0, negative
396.0, 68.0, negative
332.0, 1268.0, negative
99.0, 310.0, negative
178.0, 1099.0, negative
-47.0, 1365.0, negative
5.0, -76.0, negative
394.0, -165.0, negative
447.0, 575.0, negative
52.0, 944.0, negative
228.0, 755.0, negative
473.0, 1.0, negative
398.0, 1079.0, negative
210.0, 1423.0, negative
231.0, 1323.0, negative
326.0, 512.0, negative
412.0, 1018.0, negative
326.0, 307.0, negative
32.0, 1005.0, negative
469.0, 956.0, negative
-69.0, 1043.0, negative
321.0, 381.0, negative
103.0, 1431.0, negative
362.0, 611.0, negative
-55.0, 1308.0, negative
141.0, 1363.0, negative
461.0, 990.0, negative
255.0, 1383.0, negative
311.0, -20.0, negative
-24.0, -213.0, negative
335.0, 529.0, negative
146.0, 1462.0, negative
3.0, 285.0, negative
95.0, 17.0, negative
65.0, -226.0, negative
458.0, 536.0, negative
-72.0, 450.0, negative
418.0, 605.0, negative
471.0, 822.0, negative
185.0, -166.0, negative
-76.0, 1370.0, negative
5.0, 792.0, negative
-3.0, 1049.0, negative
-84.0, 720.0, negative
19.0, 1187.0, negative
72.0, 1421.0, negative
-46.0, 415.0, negative
266.0, 1044.0, negative
-7.0, 1311.0, negative
2.0, -37.0, negative
43.0, 207.0, negative
291.0, -189.0, negative
479.0, 1383.0, negative
463.0, 1265.0, negative
429.0, 742.0, negative
-6.0, 522.0, negative
199.0, 1468.0, negative
480.0, 1442.0, negative
62.0, 1333.0, negative
440.0, 315.0, negative
24.0, 849.0, negative
-13.0, -100.0, negative
435.0, 227.0, negative
421.0, 343.0, negative
298.0, 130.0, negative
369.0, 819.0, negative
23.0, 972.0, negative
156.0, 1011.0, negative
201.0, 1057.0, negative
350.0, 1320.0, negative
58.0, 328.0, negative
309.0, 1142.0, negative
-19.0, 349.0, negative
1.0, -219.0, negative
69.0, 714.0, negative
10.0, 974.0, negative
296.0, 791.0, negative
93.0, 807.0, negative
478.0, 1087.0, negative
393.0, 743.0, negative
385.0, -93.0, negative
364.0, 207.0, negative
462.0, 1335.0, negative
31.0, 974.0, negative
459.0, -281.0, negative
317.0, 1300.0, negative
167.0, 133.0, negative
370.0, 1411.0, negative
467.0, -226.0, negative
464.0, 1083.0, negative
73.0, 895.0, negative
260.0, 187.0, negative
305.0, 77.0, negative
115.0, 426.0, negative
296.0, 411.0, negative
479.0, -206.0, negative
472.0, 1103.0, negative
437.0, 1366.0, negative
424.0, 1319.0, negative
-39.0, 660.0, negative
311.0, 1085.0, negative
311.0, -13.0, negative
149.0, 426.0, negative
