@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-600-5-60-bi/03subcl5-600-5-60-bi
@attribute a0 real [-84.0, 483.0]
@attribute a1 real [-282.0, 1479.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
223.0, 763.0, positive
59.0, -67.0, positive
204.0, 89.0, positive
69.0, 1074.0, positive
199.0, 38.0, positive
58.0, 566.0, positive
133.0, 471.0, positive
69.0, 879.0, positive
323.0, 1296.0, positive
358.0, 91.0, positive
114.0, 1011.0, positive
339.0, 246.0, positive
290.0, 1011.0, positive
189.0, 224.0, positive
224.0, 427.0, positive
297.0, 426.0, positive
288.0, 1016.0, positive
265.0, 1057.0, positive
222.0, 598.0, positive
84.0, -1.0, positive
201.0, 510.0, positive
76.0, 361.0, positive
199.0, 1033.0, positive
107.0, 671.0, positive
345.0, 663.0, positive
321.0, 472.0, positive
185.0, 849.0, positive
53.0, 1176.0, positive
335.0, 695.0, positive
177.0, 825.0, positive
113.0, 870.0, positive
82.0, 749.0, positive
211.0, 881.0, positive
268.0, 858.0, positive
55.0, 768.0, positive
290.0, 1202.0, positive
295.0, 714.0, positive
87.0, 310.0, positive
83.0, 564.0, positive
87.0, 182.0, positive
353.0, -14.0, positive
266.0, 1177.0, positive
267.0, 1095.0, negative
434.0, 419.0, negative
-24.0, -165.0, negative
325.0, 1332.0, negative
437.0, 800.0, negative
28.0, 558.0, negative
-51.0, 1014.0, negative
367.0, 288.0, negative
305.0, -167.0, negative
-51.0, 1371.0, negative
151.0, 141.0, negative
310.0, 1135.0, negative
479.0, 771.0, negative
353.0, 634.0, negative
464.0, 10.0, negative
361.0, 699.0, negative
334.0, 993.0, negative
466.0, 80.0, negative
438.0, 163.0, negative
36.0, 978.0, negative
460.0, -81.0, negative
304.0, 418.0, negative
210.0, 1414.0, negative
-75.0, 773.0, negative
451.0, 948.0, negative
0.0, 1255.0, negative
122.0, 763.0, negative
56.0, 436.0, negative
79.0, -9.0, negative
98.0, 791.0, negative
327.0, 277.0, negative
-66.0, 1405.0, negative
369.0, -246.0, negative
365.0, 1443.0, negative
-47.0, -257.0, negative
447.0, 515.0, negative
85.0, -3.0, negative
-30.0, 793.0, negative
344.0, -282.0, negative
304.0, 39.0, negative
464.0, 812.0, negative
6.0, 950.0, negative
355.0, -164.0, negative
328.0, 809.0, negative
363.0, 1433.0, negative
483.0, 1297.0, negative
22.0, 576.0, negative
1.0, 648.0, negative
439.0, 191.0, negative
459.0, -42.0, negative
13.0, 609.0, negative
189.0, 1456.0, negative
403.0, 1404.0, negative
-71.0, 333.0, negative
-39.0, -22.0, negative
152.0, 116.0, negative
73.0, 220.0, negative
-35.0, 1397.0, negative
235.0, 767.0, negative
378.0, 372.0, negative
437.0, 464.0, negative
-1.0, -106.0, negative
413.0, 1313.0, negative
434.0, -39.0, negative
239.0, 1472.0, negative
387.0, 173.0, negative
79.0, 962.0, negative
24.0, 1289.0, negative
48.0, 1128.0, negative
-1.0, -233.0, negative
331.0, 472.0, negative
431.0, 500.0, negative
374.0, 739.0, negative
438.0, 918.0, negative
364.0, -15.0, negative
320.0, 1370.0, negative
455.0, 269.0, negative
452.0, 964.0, negative
460.0, -87.0, negative
17.0, 371.0, negative
214.0, 1468.0, negative
356.0, 1280.0, negative
190.0, 752.0, negative
73.0, 652.0, negative
27.0, 629.0, negative
320.0, 715.0, negative
136.0, 1407.0, negative
-84.0, 1479.0, negative
330.0, 171.0, negative
49.0, 769.0, negative
311.0, -135.0, negative
442.0, 350.0, negative
355.0, 209.0, negative
66.0, 672.0, negative
29.0, 928.0, negative
31.0, 961.0, negative
463.0, 339.0, negative
-57.0, -63.0, negative
460.0, 569.0, negative
-60.0, 1156.0, negative
63.0, 1468.0, negative
414.0, 1157.0, negative
345.0, 1458.0, negative
417.0, 9.0, negative
-1.0, 1299.0, negative
196.0, 1340.0, negative
218.0, 760.0, negative
305.0, 291.0, negative
201.0, 1413.0, negative
-45.0, 328.0, negative
-4.0, 176.0, negative
216.0, 1389.0, negative
445.0, -143.0, negative
79.0, 100.0, negative
60.0, 1295.0, negative
448.0, -10.0, negative
439.0, 231.0, negative
140.0, 119.0, negative
-59.0, -273.0, negative
52.0, 67.0, negative
446.0, 353.0, negative
213.0, -151.0, negative
-3.0, 1256.0, negative
45.0, 416.0, negative
433.0, 1380.0, negative
278.0, -122.0, negative
440.0, -221.0, negative
204.0, 1478.0, negative
39.0, 352.0, negative
338.0, -170.0, negative
303.0, 1231.0, negative
312.0, 1085.0, negative
-10.0, 162.0, negative
305.0, 798.0, negative
454.0, 220.0, negative
433.0, -184.0, negative
338.0, 443.0, negative
190.0, 708.0, negative
204.0, 1062.0, negative
333.0, -66.0, negative
16.0, 553.0, negative
121.0, 721.0, negative
53.0, -14.0, negative
402.0, 648.0, negative
13.0, 552.0, negative
65.0, -137.0, negative
59.0, 1065.0, negative
25.0, 125.0, negative
388.0, 770.0, negative
-28.0, 445.0, negative
455.0, 272.0, negative
467.0, 1400.0, negative
-82.0, -254.0, negative
430.0, 1025.0, negative
293.0, 1433.0, negative
439.0, 661.0, negative
9.0, -32.0, negative
387.0, 534.0, negative
282.0, 1020.0, negative
336.0, 366.0, negative
456.0, 408.0, negative
328.0, 1232.0, negative
2.0, 768.0, negative
13.0, 729.0, negative
-28.0, -45.0, negative
115.0, 1392.0, negative
441.0, 326.0, negative
343.0, 1104.0, negative
105.0, 1069.0, negative
330.0, 447.0, negative
-29.0, 271.0, negative
-9.0, 922.0, negative
408.0, 1188.0, negative
-6.0, 722.0, negative
50.0, 27.0, negative
335.0, -48.0, negative
415.0, 547.0, negative
472.0, 517.0, negative
479.0, 1158.0, negative
477.0, 763.0, negative
338.0, 391.0, negative
410.0, 1276.0, negative
40.0, 1415.0, negative
-64.0, -168.0, negative
-56.0, -119.0, negative
53.0, -156.0, negative
425.0, 848.0, negative
264.0, 1069.0, negative
22.0, 428.0, negative
90.0, -107.0, negative
-52.0, 1043.0, negative
98.0, -172.0, negative
76.0, 450.0, negative
-79.0, 361.0, negative
38.0, 543.0, negative
-29.0, 86.0, negative
352.0, 914.0, negative
346.0, 1153.0, negative
380.0, 100.0, negative
187.0, 34.0, positive
201.0, 733.0, positive
116.0, -95.0, positive
316.0, 727.0, positive
119.0, 211.0, positive
135.0, 398.0, positive
96.0, -108.0, positive
331.0, 221.0, positive
288.0, 868.0, positive
178.0, 934.0, positive
341.0, 1039.0, positive
388.0, 1156.0, negative
452.0, 529.0, negative
360.0, 156.0, negative
-47.0, -73.0, negative
371.0, -94.0, negative
407.0, 1280.0, negative
-6.0, -168.0, negative
470.0, 334.0, negative
420.0, 907.0, negative
319.0, 695.0, negative
315.0, 567.0, negative
440.0, 1040.0, negative
118.0, 759.0, negative
-64.0, 196.0, negative
399.0, 338.0, negative
227.0, 1446.0, negative
446.0, 1300.0, negative
143.0, 1026.0, negative
436.0, 516.0, negative
405.0, -257.0, negative
468.0, 1329.0, negative
-40.0, 552.0, negative
325.0, 142.0, negative
60.0, -185.0, negative
475.0, -131.0, negative
