@relation 03subcl5-600-5-60-BI-5-5tst
@attribute a0 real[-84.0,483.0]
@attribute a1 real[-282.0,1479.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
187.0,34.0,positive
201.0,733.0,positive
116.0,-95.0,positive
121.0,-38.0,positive
316.0,727.0,positive
116.0,421.0,positive
119.0,211.0,positive
135.0,398.0,positive
215.0,149.0,positive
88.0,-36.0,positive
96.0,-108.0,positive
304.0,-153.0,positive
150.0,603.0,positive
331.0,221.0,positive
288.0,868.0,positive
114.0,805.0,positive
178.0,934.0,positive
202.0,1159.0,positive
341.0,1039.0,positive
276.0,741.0,positive
388.0,1156.0,negative
457.0,348.0,negative
452.0,529.0,negative
248.0,708.0,negative
15.0,1212.0,negative
360.0,156.0,negative
-8.0,-3.0,negative
-47.0,-73.0,negative
421.0,666.0,negative
203.0,-208.0,negative
70.0,804.0,negative
445.0,712.0,negative
371.0,-94.0,negative
407.0,1280.0,negative
74.0,91.0,negative
342.0,595.0,negative
-22.0,893.0,negative
-67.0,-11.0,negative
103.0,-113.0,negative
451.0,451.0,negative
-6.0,-168.0,negative
369.0,15.0,negative
260.0,1049.0,negative
-72.0,600.0,negative
479.0,1310.0,negative
470.0,334.0,negative
472.0,403.0,negative
266.0,1333.0,negative
420.0,907.0,negative
319.0,695.0,negative
346.0,-252.0,negative
315.0,567.0,negative
440.0,1040.0,negative
118.0,759.0,negative
-64.0,196.0,negative
399.0,338.0,negative
-24.0,963.0,negative
73.0,662.0,negative
86.0,1204.0,negative
436.0,77.0,negative
424.0,1151.0,negative
-32.0,596.0,negative
-66.0,859.0,negative
93.0,1420.0,negative
227.0,1446.0,negative
446.0,1300.0,negative
431.0,-141.0,negative
1.0,444.0,negative
143.0,1026.0,negative
436.0,516.0,negative
405.0,-257.0,negative
248.0,-217.0,negative
468.0,1329.0,negative
-40.0,552.0,negative
325.0,142.0,negative
60.0,-185.0,negative
237.0,1084.0,negative
475.0,-131.0,negative
443.0,1228.0,negative
376.0,988.0,negative
432.0,-183.0,negative
200.0,1071.0,negative
404.0,-179.0,negative
360.0,1077.0,negative
165.0,159.0,negative
124.0,1341.0,negative
455.0,398.0,negative
5.0,-117.0,negative
382.0,195.0,negative
372.0,-51.0,negative
476.0,1330.0,negative
-46.0,772.0,negative
77.0,863.0,negative
87.0,529.0,negative
439.0,1351.0,negative
-26.0,770.0,negative
64.0,88.0,negative
432.0,578.0,negative
365.0,378.0,negative
387.0,1352.0,negative
357.0,40.0,negative
51.0,81.0,negative
464.0,396.0,negative
9.0,580.0,negative
402.0,1154.0,negative
90.0,1305.0,negative
2.0,1057.0,negative
-44.0,1244.0,negative
463.0,70.0,negative
-65.0,336.0,negative
-2.0,1110.0,negative
295.0,110.0,negative
440.0,-132.0,negative
-18.0,1387.0,negative
-23.0,271.0,negative
-42.0,675.0,negative
305.0,1111.0,negative
454.0,-49.0,negative
31.0,556.0,negative
438.0,1454.0,negative
