@relation  03subcl5-600-5-60-BI-5-5tra
@attribute a0 real[-84.0,483.0]
@attribute a1 real[-282.0,1479.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
135.0, 398.0, positive
211.0, 881.0, positive
321.0, 472.0, positive
59.0, 249.0, positive
277.0, 78.0, positive
290.0, 1011.0, positive
344.0, 1222.0, positive
331.0, 221.0, positive
76.0, 1221.0, positive
55.0, 402.0, positive
223.0, 763.0, positive
84.0, -1.0, positive
277.0, 816.0, positive
238.0, 1169.0, positive
295.0, 714.0, positive
121.0, -38.0, positive
58.0, 566.0, positive
168.0, 789.0, positive
222.0, 598.0, positive
270.0, 588.0, positive
249.0, 1452.0, negative
121.0, 721.0, negative
328.0, 1232.0, negative
346.0, -252.0, negative
472.0, 403.0, negative
348.0, 242.0, negative
53.0, -156.0, negative
6.0, 950.0, negative
74.0, 1177.0, negative
424.0, 1151.0, negative
446.0, 353.0, negative
38.0, -59.0, negative
452.0, 529.0, negative
309.0, 1352.0, negative
419.0, 1281.0, negative
306.0, 1002.0, negative
320.0, 715.0, negative
397.0, 462.0, negative
-63.0, 786.0, negative
452.0, 964.0, negative
305.0, -167.0, negative
-82.0, -254.0, negative
401.0, 406.0, negative
151.0, 141.0, negative
89.0, 373.0, negative
380.0, 100.0, negative
4.0, 769.0, negative
1.0, 648.0, negative
421.0, 666.0, negative
-24.0, 963.0, negative
79.0, 100.0, negative
-3.0, 1256.0, negative
355.0, 350.0, negative
332.0, 485.0, negative
-28.0, 445.0, negative
387.0, 534.0, negative
171.0, 1068.0, negative
201.0, 1418.0, negative
194.0, 1350.0, negative
-28.0, -45.0, negative
479.0, 771.0, negative
13.0, 552.0, negative
145.0, 490.0, negative
319.0, 695.0, negative
379.0, 829.0, negative
245.0, 1372.0, negative
61.0, 1385.0, negative
310.0, 1135.0, negative
343.0, 1104.0, negative
-6.0, -168.0, negative
73.0, 220.0, negative
342.0, 602.0, negative
440.0, 1040.0, negative
403.0, 1404.0, negative
-6.0, 722.0, negative
403.0, 1433.0, negative
468.0, 1329.0, negative
448.0, -10.0, negative
22.0, 576.0, negative
476.0, 155.0, negative
-13.0, 624.0, negative
295.0, 110.0, negative
6.0, 0.0, negative
-79.0, 361.0, negative
98.0, 791.0, negative
338.0, -170.0, negative
355.0, 209.0, negative
405.0, -257.0, negative
460.0, -87.0, negative
69.0, 9.0, negative
-54.0, 365.0, negative
136.0, 1407.0, negative
-80.0, -225.0, negative
57.0, -219.0, negative
204.0, 1062.0, negative
41.0, 472.0, negative
434.0, -39.0, negative
388.0, 770.0, negative
460.0, 955.0, negative
-5.0, 498.0, negative
-28.0, 51.0, negative
476.0, 0.0, negative
204.0, 1478.0, negative
34.0, 1263.0, negative
455.0, 269.0, negative
32.0, 1318.0, negative
314.0, 846.0, negative
19.0, 147.0, negative
-29.0, 86.0, negative
165.0, 159.0, negative
-66.0, 1405.0, negative
365.0, 1443.0, negative
451.0, 948.0, negative
476.0, 1330.0, negative
355.0, -164.0, negative
475.0, 135.0, negative
455.0, 272.0, negative
267.0, 1095.0, negative
425.0, 848.0, negative
439.0, 1351.0, negative
