@relation  vehicle3
@attribute Compactness integer[73,119]
@attribute Circularity integer[33,59]
@attribute Distance_circularity integer[40,112]
@attribute Radius_ratio integer[104,333]
@attribute Praxis_aspect_ratio integer[47,138]
@attribute Max_length_aspect_ratio integer[2,55]
@attribute Scatter_ratio integer[112,265]
@attribute Elongatedness integer[26,61]
@attribute Praxis_rectangular integer[17,29]
@attribute Length_rectangular integer[118,188]
@attribute Major_variance integer[130,320]
@attribute Minor_variance integer[184,1018]
@attribute Gyration_radius integer[109,268]
@attribute Major_skewness integer[59,135]
@attribute Minor_skewness integer[0,22]
@attribute Minor_kurtosis integer[0,41]
@attribute Major_kurtosis integer[176,206]
@attribute Hollows_ratio integer[181,211]
@attribute Class{positive,negative}
@inputs Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio
@outputs Class
@data
104, 57, 103, 216, 69, 11, 219, 30, 25, 176, 228, 708, 219, 73, 4, 3, 186, 196, positive
89, 40, 69, 147, 58, 6, 132, 50, 18, 137, 155, 260, 151, 61, 16, 6, 203, 209, positive
87, 45, 77, 153, 59, 7, 154, 44, 19, 145, 181, 350, 172, 75, 15, 14, 184, 189, positive
77, 38, 63, 135, 59, 5, 130, 52, 18, 130, 145, 247, 139, 79, 13, 21, 183, 187, positive
100, 55, 101, 189, 57, 10, 222, 30, 25, 177, 225, 731, 211, 71, 7, 17, 188, 197, positive
80, 39, 60, 122, 56, 6, 139, 49, 18, 131, 151, 281, 142, 80, 0, 5, 179, 186, positive
99, 52, 104, 177, 55, 10, 210, 32, 24, 166, 219, 657, 215, 73, 3, 2, 187, 194, positive
102, 52, 101, 213, 64, 10, 203, 33, 23, 157, 214, 616, 186, 65, 0, 19, 193, 203, positive
85, 39, 77, 151, 59, 8, 150, 45, 19, 134, 176, 331, 133, 73, 0, 16, 184, 193, positive
96, 55, 103, 201, 65, 9, 204, 32, 23, 166, 227, 624, 246, 74, 6, 2, 186, 194, positive
95, 45, 80, 186, 62, 7, 164, 40, 20, 145, 188, 406, 178, 65, 11, 18, 199, 204, positive
93, 35, 66, 154, 59, 6, 142, 46, 18, 128, 162, 304, 120, 64, 5, 13, 197, 202, positive
102, 43, 96, 197, 63, 10, 185, 36, 22, 142, 202, 513, 139, 65, 8, 12, 195, 204, positive
97, 55, 96, 170, 54, 10, 216, 31, 24, 173, 219, 685, 218, 75, 0, 4, 184, 193, positive
99, 46, 105, 209, 64, 11, 197, 34, 23, 152, 212, 575, 159, 65, 0, 33, 194, 205, positive
103, 41, 83, 194, 63, 9, 175, 38, 21, 142, 199, 455, 138, 65, 7, 30, 197, 206, positive
104, 52, 96, 188, 59, 9, 188, 35, 22, 161, 206, 530, 205, 67, 11, 8, 193, 200, positive
105, 52, 107, 207, 60, 11, 218, 31, 24, 167, 221, 701, 197, 66, 0, 20, 191, 203, positive
78, 36, 51, 116, 56, 4, 120, 57, 17, 124, 135, 209, 135, 84, 1, 12, 177, 184, positive
89, 47, 81, 156, 57, 8, 161, 41, 20, 149, 187, 388, 197, 72, 9, 15, 187, 193, positive
98, 55, 101, 219, 69, 11, 225, 30, 25, 178, 231, 748, 216, 74, 6, 14, 187, 195, positive
100, 51, 109, 231, 70, 11, 220, 30, 25, 163, 238, 722, 206, 73, 11, 19, 189, 198, positive
112, 50, 104, 197, 58, 11, 208, 32, 24, 159, 223, 639, 186, 67, 15, 22, 191, 202, negative
83, 37, 54, 118, 55, 4, 129, 52, 18, 127, 146, 245, 140, 81, 4, 13, 180, 184, negative
107, 54, 96, 201, 62, 12, 218, 31, 24, 170, 221, 694, 217, 71, 2, 21, 187, 198, negative
92, 37, 80, 180, 67, 8, 154, 43, 19, 129, 180, 353, 144, 69, 6, 9, 190, 195, negative
94, 37, 73, 186, 71, 7, 154, 42, 19, 127, 171, 362, 132, 67, 2, 8, 197, 206, negative
96, 39, 64, 111, 48, 8, 134, 52, 18, 141, 160, 258, 139, 80, 7, 20, 183, 184, negative
85, 42, 66, 120, 53, 7, 149, 45, 19, 145, 173, 325, 163, 85, 5, 4, 180, 182, negative
86, 38, 76, 143, 59, 8, 142, 47, 18, 131, 167, 301, 138, 71, 5, 10, 189, 196, negative
86, 46, 73, 125, 57, 6, 151, 45, 19, 147, 170, 334, 188, 82, 9, 11, 180, 184, negative
104, 52, 94, 208, 66, 5, 208, 31, 24, 161, 227, 666, 218, 76, 11, 4, 193, 191, negative
97, 47, 87, 164, 64, 9, 156, 43, 20, 149, 173, 359, 182, 68, 1, 13, 192, 202, negative
81, 44, 72, 139, 60, 6, 153, 44, 19, 146, 180, 347, 178, 81, 1, 15, 182, 186, negative
87, 42, 64, 150, 64, 10, 133, 50, 18, 141, 157, 265, 159, 67, 7, 0, 193, 201, negative
105, 54, 108, 234, 70, 12, 215, 31, 24, 168, 226, 687, 228, 68, 4, 22, 189, 201, negative
91, 42, 80, 162, 66, 8, 148, 44, 19, 145, 171, 331, 147, 70, 3, 5, 189, 199, negative
81, 43, 68, 139, 62, 7, 149, 46, 19, 145, 172, 323, 171, 83, 1, 14, 180, 184, negative
109, 53, 103, 210, 63, 11, 219, 30, 25, 172, 229, 707, 212, 71, 6, 3, 188, 199, negative
90, 37, 80, 171, 58, 9, 157, 42, 20, 132, 172, 373, 115, 60, 3, 18, 201, 209, negative
95, 44, 84, 158, 62, 10, 145, 46, 19, 148, 163, 312, 166, 64, 10, 6, 199, 206, negative
85, 40, 66, 136, 58, 6, 142, 48, 19, 137, 164, 295, 164, 77, 2, 22, 182, 186, negative
95, 46, 92, 159, 63, 11, 160, 42, 20, 157, 176, 372, 171, 70, 7, 21, 189, 200, negative
