@relation  paw02a-800-7-0-BI-5-5tra
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,991.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
465.0, 350.0, positive
282.0, 501.0, positive
472.0, 678.0, positive
347.0, 386.0, positive
463.0, 778.0, positive
518.0, 638.0, positive
331.0, 450.0, positive
406.0, 302.0, positive
175.0, 563.0, positive
220.0, 479.0, positive
391.0, 795.0, negative
336.0, 609.0, negative
344.0, 223.0, negative
750.0, 285.0, negative
623.0, 660.0, negative
439.0, 234.0, negative
115.0, 229.0, negative
743.0, 390.0, negative
681.0, 292.0, negative
666.0, 564.0, negative
624.0, 322.0, negative
67.0, 530.0, negative
-27.0, 821.0, negative
212.0, 332.0, negative
542.0, 780.0, negative
-27.0, 71.0, negative
362.0, 109.0, negative
438.0, 476.0, negative
175.0, 119.0, negative
-9.0, 619.0, negative
47.0, 213.0, negative
571.0, 877.0, negative
485.0, 91.0, negative
138.0, 537.0, negative
625.0, 546.0, negative
240.0, 620.0, negative
241.0, 245.0, negative
591.0, 972.0, negative
728.0, 172.0, negative
313.0, 731.0, negative
55.0, 113.0, negative
242.0, 808.0, negative
195.0, 619.0, negative
717.0, 492.0, negative
600.0, 187.0, negative
739.0, 678.0, negative
393.0, 278.0, negative
609.0, 410.0, negative
463.0, 578.0, negative
16.0, 357.0, negative
645.0, 820.0, negative
448.0, 140.0, negative
543.0, 469.0, negative
69.0, 433.0, negative
222.0, 709.0, negative
456.0, 842.0, negative
372.0, 931.0, negative
-37.0, 665.0, negative
94.0, 746.0, negative
4.0, 927.0, negative
726.0, 101.0, negative
-14.0, 257.0, negative
115.0, 183.0, negative
345.0, 917.0, negative
257.0, 952.0, negative
689.0, 938.0, negative
1.0, 504.0, negative
490.0, 479.0, negative
627.0, 445.0, negative
107.0, 899.0, negative
519.0, 596.0, negative
287.0, 92.0, negative
209.0, 182.0, negative
111.0, 660.0, negative
63.0, 617.0, negative
551.0, 333.0, negative
643.0, 123.0, negative
753.0, 849.0, negative
190.0, 899.0, negative
422.0, 976.0, negative
