@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-800-7-0-bi/paw02a-800-7-0-bi
@attribute a0 real [-63.0, 762.0]
@attribute a1 real [66.0, 991.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
413.0, 295.0, positive
415.0, 294.0, positive
340.0, 387.0, positive
516.0, 365.0, positive
325.0, 329.0, positive
347.0, 386.0, positive
424.0, 321.0, positive
407.0, 299.0, positive
403.0, 352.0, positive
401.0, 392.0, positive
399.0, 335.0, positive
452.0, 394.0, positive
441.0, 358.0, positive
472.0, 678.0, positive
445.0, 775.0, positive
433.0, 684.0, positive
434.0, 680.0, positive
515.0, 751.0, positive
390.0, 626.0, positive
435.0, 629.0, positive
476.0, 702.0, positive
538.0, 648.0, positive
427.0, 605.0, positive
421.0, 666.0, positive
461.0, 661.0, positive
401.0, 758.0, positive
463.0, 778.0, positive
541.0, 646.0, positive
222.0, 545.0, positive
263.0, 553.0, positive
316.0, 477.0, positive
343.0, 510.0, positive
274.0, 410.0, positive
311.0, 429.0, positive
167.0, 489.0, positive
299.0, 549.0, positive
200.0, 526.0, positive
202.0, 536.0, positive
192.0, 576.0, positive
253.0, 516.0, positive
185.0, 481.0, positive
353.0, 917.0, negative
164.0, 903.0, negative
623.0, 660.0, negative
683.0, 872.0, negative
225.0, 622.0, negative
518.0, 451.0, negative
115.0, 229.0, negative
34.0, 440.0, negative
541.0, 124.0, negative
461.0, 509.0, negative
729.0, 788.0, negative
447.0, 506.0, negative
178.0, 571.0, negative
266.0, 250.0, negative
666.0, 564.0, negative
103.0, 605.0, negative
-25.0, 805.0, negative
66.0, 308.0, negative
609.0, 423.0, negative
413.0, 125.0, negative
652.0, 202.0, negative
761.0, 642.0, negative
485.0, 91.0, negative
268.0, 325.0, negative
154.0, 317.0, negative
698.0, 453.0, negative
622.0, 545.0, negative
438.0, 485.0, negative
241.0, 245.0, negative
674.0, 794.0, negative
372.0, 931.0, negative
704.0, 154.0, negative
343.0, 662.0, negative
462.0, 549.0, negative
446.0, 242.0, negative
51.0, 394.0, negative
132.0, 474.0, negative
546.0, 446.0, negative
208.0, 870.0, negative
352.0, 599.0, negative
741.0, 762.0, negative
201.0, 316.0, negative
293.0, 854.0, negative
17.0, 67.0, negative
627.0, 445.0, negative
31.0, 575.0, negative
115.0, 434.0, negative
671.0, 460.0, negative
526.0, 462.0, negative
24.0, 608.0, negative
290.0, 403.0, negative
4.0, 927.0, negative
55.0, 113.0, negative
-3.0, 654.0, negative
138.0, 537.0, negative
-18.0, 103.0, negative
459.0, 489.0, negative
73.0, 958.0, negative
108.0, 296.0, negative
620.0, 372.0, negative
594.0, 387.0, negative
179.0, 944.0, negative
460.0, 959.0, negative
624.0, 694.0, negative
330.0, 887.0, negative
345.0, 442.0, negative
346.0, 718.0, negative
669.0, 527.0, negative
632.0, 906.0, negative
519.0, 596.0, negative
637.0, 556.0, negative
39.0, 225.0, negative
315.0, 99.0, negative
680.0, 549.0, negative
582.0, 443.0, negative
759.0, 341.0, negative
433.0, 843.0, negative
456.0, 267.0, negative
673.0, 228.0, negative
156.0, 540.0, negative
632.0, 715.0, negative
624.0, 821.0, negative
448.0, 789.0, negative
504.0, 828.0, negative
300.0, 180.0, negative
531.0, 913.0, negative
313.0, 731.0, negative
82.0, 850.0, negative
-32.0, 627.0, negative
-15.0, 746.0, negative
594.0, 365.0, negative
583.0, 297.0, negative
743.0, 983.0, negative
210.0, 359.0, negative
203.0, 165.0, negative
437.0, 847.0, negative
646.0, 966.0, negative
-15.0, 933.0, negative
337.0, 436.0, negative
672.0, 564.0, negative
445.0, 577.0, negative
69.0, 433.0, negative
252.0, 854.0, negative
734.0, 220.0, negative
643.0, 603.0, negative
584.0, 581.0, negative
277.0, 736.0, negative
212.0, 332.0, negative
197.0, 969.0, negative
662.0, 91.0, negative
556.0, 379.0, negative
111.0, 727.0, negative
738.0, 692.0, negative
391.0, 795.0, negative
718.0, 114.0, negative
681.0, 292.0, negative
502.0, 434.0, negative
706.0, 588.0, negative
364.0, 956.0, negative
716.0, 711.0, negative
236.0, 615.0, negative
598.0, 165.0, negative
-31.0, 751.0, negative
141.0, 443.0, negative
596.0, 85.0, negative
279.0, 274.0, negative
651.0, 886.0, negative
-8.0, 79.0, negative
709.0, 485.0, negative
183.0, 212.0, negative
439.0, 234.0, negative
-19.0, 609.0, negative
463.0, 578.0, negative
502.0, 235.0, negative
733.0, 641.0, negative
557.0, 526.0, negative
587.0, 966.0, negative
762.0, 895.0, negative
727.0, 192.0, negative
335.0, 978.0, negative
646.0, 951.0, negative
1.0, 203.0, negative
188.0, 273.0, negative
