@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/04clover5z-800-7-50-bi/04clover5z-800-7-50-bi
@attribute a0 real [-573.0, 533.0]
@attribute a1 real [-413.0, 413.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
-186.0, 82.0, positive
175.0, 87.0, positive
52.0, 55.0, positive
334.0, 152.0, positive
117.0, 116.0, positive
116.0, 136.0, positive
161.0, 81.0, positive
-18.0, 135.0, positive
-50.0, 166.0, positive
-68.0, 157.0, positive
-37.0, 105.0, positive
-40.0, 162.0, positive
-109.0, 267.0, positive
234.0, -237.0, positive
-332.0, -61.0, positive
27.0, 76.0, positive
-325.0, -28.0, positive
-86.0, 21.0, positive
223.0, 96.0, positive
189.0, 35.0, positive
-127.0, -31.0, positive
-305.0, -74.0, positive
105.0, 24.0, positive
-145.0, 5.0, positive
-32.0, -226.0, positive
234.0, 249.0, positive
-135.0, -239.0, positive
-78.0, -189.0, positive
5.0, -63.0, positive
8.0, -255.0, positive
-164.0, -253.0, positive
-70.0, -273.0, positive
-89.0, -295.0, positive
61.0, -63.0, positive
148.0, -127.0, positive
32.0, -29.0, positive
275.0, -214.0, positive
-167.0, 403.0, positive
19.0, -203.0, positive
171.0, -116.0, positive
303.0, -208.0, positive
-123.0, 391.0, positive
-90.0, 99.0, negative
292.0, -273.0, negative
-265.0, -112.0, negative
191.0, 341.0, negative
49.0, -94.0, negative
-436.0, 182.0, negative
365.0, -248.0, negative
-45.0, -382.0, negative
241.0, 313.0, negative
-214.0, -135.0, negative
-397.0, -317.0, negative
-454.0, -230.0, negative
-130.0, -69.0, negative
317.0, 407.0, negative
88.0, 323.0, negative
22.0, 96.0, negative
369.0, 224.0, negative
-389.0, 294.0, negative
229.0, -40.0, negative
-254.0, 389.0, negative
-159.0, -152.0, negative
135.0, 29.0, negative
44.0, -283.0, negative
87.0, 347.0, negative
-293.0, 313.0, negative
-543.0, 207.0, negative
175.0, 41.0, negative
299.0, 5.0, negative
109.0, 379.0, negative
-446.0, 369.0, negative
-516.0, 331.0, negative
492.0, 183.0, negative
47.0, -399.0, negative
83.0, 249.0, negative
-455.0, -381.0, negative
107.0, -207.0, negative
-401.0, -147.0, negative
-280.0, -387.0, negative
-550.0, -70.0, negative
248.0, 242.0, negative
510.0, 103.0, negative
-46.0, -358.0, negative
-2.0, 322.0, negative
-338.0, -334.0, negative
-538.0, 52.0, negative
-414.0, 210.0, negative
-145.0, 114.0, negative
-22.0, 238.0, negative
504.0, 217.0, negative
-243.0, 413.0, negative
-249.0, 349.0, negative
-275.0, 378.0, negative
165.0, -14.0, negative
518.0, 297.0, negative
-409.0, -161.0, negative
-403.0, -298.0, negative
408.0, -67.0, negative
-257.0, -341.0, negative
481.0, 52.0, negative
-466.0, -17.0, negative
-161.0, 346.0, negative
-228.0, -189.0, negative
-389.0, -53.0, negative
109.0, -292.0, negative
-462.0, -108.0, negative
89.0, -299.0, negative
-385.0, -405.0, negative
263.0, 403.0, negative
-396.0, 110.0, negative
496.0, 311.0, negative
-18.0, 406.0, negative
233.0, 294.0, negative
-140.0, -284.0, negative
-286.0, 343.0, negative
-191.0, 397.0, negative
-249.0, -189.0, negative
452.0, -133.0, negative
-361.0, 116.0, negative
-351.0, -42.0, negative
-433.0, -328.0, negative
441.0, -174.0, negative
413.0, -120.0, negative
362.0, 321.0, negative
174.0, -220.0, negative
-363.0, 174.0, negative
40.0, -292.0, negative
-243.0, 84.0, negative
-14.0, 214.0, negative
-39.0, 350.0, negative
196.0, 254.0, negative
180.0, 208.0, negative
-446.0, -117.0, negative
-386.0, 175.0, negative
-90.0, 367.0, negative
-183.0, -264.0, negative
-433.0, -107.0, negative
208.0, 21.0, negative
408.0, -183.0, negative
