@relation  04clover5z-800-7-0-BI-5-5tra
@attribute a0 real[-573.0,535.0]
@attribute a1 real[-413.0,412.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
-72.0, 223.0, positive
-89.0, -295.0, positive
-249.0, -9.0, positive
52.0, 55.0, positive
-95.0, 170.0, positive
-327.0, 19.0, positive
258.0, -213.0, positive
-17.0, 87.0, positive
133.0, 114.0, positive
91.0, -29.0, positive
-28.0, 203.0, positive
149.0, -151.0, positive
-96.0, -18.0, positive
27.0, -27.0, positive
270.0, 190.0, positive
-3.0, -112.0, positive
151.0, 137.0, positive
-172.0, 20.0, positive
-128.0, -350.0, positive
-96.0, -255.0, positive
-345.0, 336.0, negative
-128.0, -393.0, negative
-226.0, 384.0, negative
-433.0, -251.0, negative
8.0, -352.0, negative
-357.0, -222.0, negative
527.0, 261.0, negative
195.0, 284.0, negative
90.0, -24.0, negative
125.0, 279.0, negative
-37.0, 401.0, negative
-398.0, -197.0, negative
-272.0, 231.0, negative
288.0, -261.0, negative
-168.0, 85.0, negative
-410.0, 327.0, negative
16.0, 309.0, negative
-398.0, -335.0, negative
134.0, -338.0, negative
246.0, -303.0, negative
-222.0, -171.0, negative
142.0, 192.0, negative
-315.0, -403.0, negative
251.0, -73.0, negative
196.0, -387.0, negative
22.0, -189.0, negative
263.0, -413.0, negative
-182.0, 81.0, negative
-383.0, 127.0, negative
300.0, 390.0, negative
427.0, 201.0, negative
207.0, -15.0, negative
-175.0, -84.0, negative
-538.0, -165.0, negative
-567.0, -84.0, negative
476.0, -370.0, negative
424.0, 18.0, negative
297.0, -55.0, negative
368.0, 132.0, negative
-529.0, 197.0, negative
37.0, 237.0, negative
348.0, 298.0, negative
371.0, 32.0, negative
484.0, 368.0, negative
521.0, -208.0, negative
-189.0, 160.0, negative
473.0, -69.0, negative
-162.0, 40.0, negative
-199.0, -62.0, negative
-291.0, -272.0, negative
-297.0, -76.0, negative
433.0, -46.0, negative
498.0, -328.0, negative
441.0, -128.0, negative
-4.0, -261.0, negative
312.0, 3.0, negative
9.0, 406.0, negative
348.0, -112.0, negative
-111.0, 390.0, negative
78.0, 399.0, negative
173.0, -294.0, negative
522.0, -137.0, negative
45.0, -318.0, negative
-159.0, 258.0, negative
467.0, -286.0, negative
65.0, 136.0, negative
497.0, -95.0, negative
-517.0, -336.0, negative
-564.0, -386.0, negative
200.0, 227.0, negative
477.0, -177.0, negative
416.0, -185.0, negative
-377.0, 286.0, negative
502.0, -243.0, negative
-282.0, -239.0, negative
-197.0, -255.0, negative
-41.0, -372.0, negative
-426.0, 150.0, negative
232.0, 98.0, negative
-59.0, -30.0, negative
-210.0, -411.0, negative
-398.0, -394.0, negative
-486.0, -291.0, negative
-395.0, -280.0, negative
491.0, 231.0, negative
233.0, -39.0, negative
337.0, -149.0, negative
-500.0, 79.0, negative
139.0, 46.0, negative
186.0, -84.0, negative
-418.0, -120.0, negative
-397.0, 1.0, negative
-287.0, 367.0, negative
-554.0, 81.0, negative
259.0, -133.0, negative
387.0, -292.0, negative
533.0, 101.0, negative
-14.0, 346.0, negative
-481.0, 47.0, negative
91.0, 307.0, negative
460.0, 52.0, negative
15.0, 109.0, negative
368.0, -64.0, negative
379.0, 372.0, negative
-351.0, 153.0, negative
279.0, 310.0, negative
-567.0, 340.0, negative
-463.0, -412.0, negative
-90.0, 125.0, negative
297.0, 91.0, negative
435.0, -367.0, negative
-398.0, 79.0, negative
-433.0, 11.0, negative
219.0, 402.0, negative
119.0, 232.0, negative
66.0, -202.0, negative
456.0, 294.0, negative
-135.0, -239.0, negative
345.0, -238.0, negative
79.0, -160.0, negative
-448.0, -156.0, negative
145.0, -223.0, negative
402.0, -24.0, negative
388.0, 275.0, negative
437.0, 365.0, negative
-25.0, -273.0, negative
-476.0, 373.0, negative
-467.0, 90.0, negative
116.0, -387.0, negative
-374.0, -107.0, negative
-165.0, 347.0, negative
-156.0, -139.0, negative
131.0, -17.0, negative
382.0, -401.0, negative
-253.0, -285.0, negative
-195.0, 269.0, negative
468.0, 138.0, negative
-35.0, 275.0, negative
-267.0, -364.0, negative
-552.0, -218.0, negative
