@relation 04clover5z-800-7-0-BI-5-4tst
@attribute a0 real[-573.0,535.0]
@attribute a1 real[-413.0,412.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
71.0,76.0,positive
175.0,87.0,positive
283.0,210.0,positive
50.0,17.0,positive
60.0,60.0,positive
-40.0,162.0,positive
-109.0,267.0,positive
-54.0,159.0,positive
-28.0,203.0,positive
-327.0,19.0,positive
-32.0,-226.0,positive
-114.0,-353.0,positive
-28.0,-146.0,positive
-77.0,-153.0,positive
-70.0,-273.0,positive
-89.0,-295.0,positive
148.0,-127.0,positive
27.0,-27.0,positive
91.0,-29.0,positive
303.0,-208.0,positive
-14.0,346.0,negative
104.0,412.0,negative
-185.0,82.0,negative
-332.0,-267.0,negative
-441.0,-79.0,negative
128.0,336.0,negative
25.0,-392.0,negative
-131.0,-249.0,negative
406.0,30.0,negative
-522.0,246.0,negative
-398.0,-197.0,negative
330.0,-94.0,negative
-127.0,-182.0,negative
-356.0,143.0,negative
462.0,-358.0,negative
49.0,320.0,negative
-305.0,-74.0,negative
468.0,138.0,negative
-181.0,103.0,negative
175.0,225.0,negative
295.0,-89.0,negative
365.0,-182.0,negative
507.0,207.0,negative
-445.0,41.0,negative
195.0,284.0,negative
218.0,236.0,negative
62.0,-220.0,negative
-512.0,-380.0,negative
-164.0,402.0,negative
508.0,80.0,negative
130.0,383.0,negative
-135.0,-239.0,negative
22.0,-189.0,negative
189.0,35.0,negative
-64.0,-384.0,negative
-246.0,69.0,negative
120.0,33.0,negative
194.0,81.0,negative
36.0,-126.0,negative
40.0,-224.0,negative
114.0,232.0,negative
-28.0,-308.0,negative
-508.0,194.0,negative
400.0,-253.0,negative
118.0,186.0,negative
187.0,-359.0,negative
-424.0,-282.0,negative
-59.0,-30.0,negative
-499.0,-315.0,negative
-112.0,-214.0,negative
78.0,399.0,negative
-394.0,-86.0,negative
296.0,46.0,negative
-11.0,-378.0,negative
-270.0,95.0,negative
1.0,381.0,negative
226.0,49.0,negative
-554.0,81.0,negative
315.0,-325.0,negative
-297.0,-76.0,negative
386.0,318.0,negative
-467.0,90.0,negative
51.0,-178.0,negative
56.0,-94.0,negative
134.0,44.0,negative
185.0,-262.0,negative
300.0,390.0,negative
427.0,201.0,negative
-451.0,137.0,negative
-234.0,-228.0,negative
-419.0,-47.0,negative
-265.0,-177.0,negative
-206.0,-334.0,negative
-420.0,-359.0,negative
170.0,-316.0,negative
79.0,265.0,negative
-222.0,-171.0,negative
-29.0,351.0,negative
-197.0,-255.0,negative
-76.0,35.0,negative
453.0,-167.0,negative
268.0,-399.0,negative
-498.0,-205.0,negative
-176.0,74.0,negative
-533.0,-188.0,negative
53.0,153.0,negative
216.0,360.0,negative
-162.0,40.0,negative
71.0,-176.0,negative
-311.0,79.0,negative
243.0,390.0,negative
-537.0,121.0,negative
-413.0,-351.0,negative
496.0,-121.0,negative
-410.0,327.0,negative
-24.0,346.0,negative
-151.0,162.0,negative
76.0,-382.0,negative
-369.0,29.0,negative
14.0,369.0,negative
461.0,-348.0,negative
-254.0,-234.0,negative
448.0,-172.0,negative
-290.0,-367.0,negative
90.0,-24.0,negative
462.0,-115.0,negative
-414.0,307.0,negative
450.0,-384.0,negative
183.0,295.0,negative
519.0,-342.0,negative
147.0,184.0,negative
419.0,-175.0,negative
167.0,-45.0,negative
-8.0,216.0,negative
-376.0,-21.0,negative
479.0,90.0,negative
-191.0,-298.0,negative
66.0,-202.0,negative
-552.0,-218.0,negative
317.0,-305.0,negative
-159.0,258.0,negative
479.0,-153.0,negative
-35.0,275.0,negative
-256.0,123.0,negative
519.0,-217.0,negative
457.0,279.0,negative
-145.0,-157.0,negative
448.0,351.0,negative
150.0,19.0,negative
-123.0,-51.0,negative
452.0,-128.0,negative
-477.0,-175.0,negative
-465.0,-153.0,negative
497.0,-95.0,negative
-420.0,57.0,negative
513.0,-38.0,negative
394.0,-91.0,negative
-50.0,-286.0,negative
-183.0,94.0,negative
-303.0,-354.0,negative
