@relation paw02a-600-5-60-BI-5-3tst
@attribute a0 real[-62.0,762.0]
@attribute a1 real[66.0,990.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
145.0,499.0,positive
298.0,485.0,positive
615.0,609.0,positive
259.0,656.0,positive
542.0,331.0,positive
318.0,627.0,positive
411.0,757.0,positive
551.0,295.0,positive
252.0,459.0,positive
175.0,563.0,positive
263.0,553.0,positive
274.0,410.0,positive
159.0,507.0,positive
156.0,540.0,positive
140.0,617.0,positive
299.0,549.0,positive
322.0,567.0,positive
343.0,662.0,positive
220.0,479.0,positive
253.0,516.0,positive
643.0,603.0,negative
738.0,257.0,negative
66.0,618.0,negative
696.0,300.0,negative
162.0,636.0,negative
532.0,584.0,negative
598.0,165.0,negative
174.0,210.0,negative
76.0,311.0,negative
352.0,753.0,negative
709.0,485.0,negative
671.0,800.0,negative
492.0,199.0,negative
559.0,66.0,negative
69.0,713.0,negative
92.0,517.0,negative
698.0,315.0,negative
727.0,192.0,negative
79.0,534.0,negative
27.0,683.0,negative
335.0,978.0,negative
646.0,951.0,negative
51.0,476.0,negative
8.0,947.0,negative
-19.0,406.0,negative
609.0,410.0,negative
228.0,768.0,negative
29.0,354.0,negative
160.0,220.0,negative
296.0,986.0,negative
595.0,223.0,negative
490.0,175.0,negative
71.0,610.0,negative
423.0,826.0,negative
523.0,579.0,negative
596.0,533.0,negative
699.0,760.0,negative
-7.0,299.0,negative
222.0,709.0,negative
397.0,172.0,negative
232.0,613.0,negative
577.0,886.0,negative
131.0,618.0,negative
729.0,715.0,negative
575.0,324.0,negative
101.0,701.0,negative
686.0,140.0,negative
694.0,485.0,negative
605.0,628.0,negative
1.0,504.0,negative
91.0,297.0,negative
487.0,182.0,negative
433.0,549.0,negative
532.0,289.0,negative
435.0,213.0,negative
147.0,117.0,negative
726.0,101.0,negative
708.0,400.0,negative
-9.0,619.0,negative
463.0,150.0,negative
43.0,300.0,negative
197.0,120.0,negative
306.0,874.0,negative
-32.0,401.0,negative
703.0,859.0,negative
721.0,630.0,negative
137.0,207.0,negative
661.0,224.0,negative
374.0,858.0,negative
189.0,410.0,negative
107.0,899.0,negative
347.0,636.0,negative
-7.0,620.0,negative
336.0,837.0,negative
-37.0,344.0,negative
325.0,660.0,negative
366.0,196.0,negative
685.0,752.0,negative
372.0,519.0,negative
229.0,737.0,negative
235.0,665.0,negative
152.0,261.0,negative
-8.0,503.0,negative
439.0,812.0,negative
-38.0,857.0,negative
227.0,944.0,negative
7.0,332.0,negative
134.0,257.0,negative
756.0,822.0,negative
753.0,615.0,negative
359.0,257.0,negative
656.0,884.0,negative
118.0,956.0,negative
226.0,635.0,negative
488.0,272.0,negative
700.0,145.0,negative
191.0,158.0,negative
535.0,775.0,negative
395.0,888.0,negative
202.0,124.0,negative
