@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-600-5-60-bi/paw02a-600-5-60-bi
@attribute a0 real [-62.0, 762.0]
@attribute a1 real [66.0, 990.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
358.0, 400.0, positive
623.0, 660.0, positive
145.0, 499.0, positive
606.0, 633.0, positive
615.0, 609.0, positive
121.0, 552.0, positive
259.0, 656.0, positive
315.0, 732.0, positive
399.0, 335.0, positive
441.0, 358.0, positive
179.0, 607.0, positive
542.0, 331.0, positive
433.0, 684.0, positive
588.0, 652.0, positive
301.0, 632.0, positive
438.0, 844.0, positive
487.0, 276.0, positive
390.0, 626.0, positive
318.0, 627.0, positive
543.0, 469.0, positive
459.0, 489.0, positive
517.0, 630.0, positive
443.0, 807.0, positive
268.0, 309.0, positive
463.0, 778.0, positive
313.0, 731.0, positive
252.0, 459.0, positive
175.0, 563.0, positive
234.0, 433.0, positive
307.0, 515.0, positive
274.0, 410.0, positive
590.0, 722.0, positive
111.0, 601.0, positive
140.0, 617.0, positive
299.0, 549.0, positive
458.0, 540.0, positive
322.0, 567.0, positive
373.0, 751.0, positive
192.0, 576.0, positive
253.0, 516.0, positive
338.0, 524.0, positive
430.0, 575.0, positive
445.0, 577.0, negative
422.0, 976.0, negative
252.0, 854.0, negative
573.0, 547.0, negative
643.0, 603.0, negative
584.0, 581.0, negative
308.0, 876.0, negative
738.0, 257.0, negative
378.0, 195.0, negative
681.0, 292.0, negative
364.0, 956.0, negative
716.0, 711.0, negative
59.0, 873.0, negative
236.0, 615.0, negative
598.0, 165.0, negative
753.0, 849.0, negative
174.0, 210.0, negative
202.0, 629.0, negative
76.0, 311.0, negative
596.0, 85.0, negative
279.0, 274.0, negative
651.0, 886.0, negative
352.0, 753.0, negative
591.0, 972.0, negative
671.0, 800.0, negative
510.0, 95.0, negative
69.0, 713.0, negative
542.0, 507.0, negative
566.0, 342.0, negative
27.0, 683.0, negative
143.0, 99.0, negative
669.0, 886.0, negative
281.0, 276.0, negative
8.0, 947.0, negative
209.0, 155.0, negative
29.0, 354.0, negative
296.0, 986.0, negative
716.0, 451.0, negative
50.0, 126.0, negative
460.0, 481.0, negative
1.0, 959.0, negative
415.0, 934.0, negative
490.0, 175.0, negative
400.0, 816.0, negative
-45.0, 529.0, negative
743.0, 390.0, negative
643.0, 428.0, negative
65.0, 239.0, negative
423.0, 826.0, negative
623.0, 305.0, negative
216.0, 243.0, negative
367.0, 251.0, negative
21.0, 194.0, negative
446.0, 913.0, negative
670.0, 690.0, negative
129.0, 806.0, negative
623.0, 119.0, negative
18.0, 242.0, negative
523.0, 579.0, negative
701.0, 342.0, negative
541.0, 462.0, negative
563.0, 82.0, negative
308.0, 775.0, negative
603.0, 602.0, negative
588.0, 206.0, negative
-33.0, 318.0, negative
716.0, 720.0, negative
728.0, 169.0, negative
84.0, 409.0, negative
23.0, 719.0, negative
577.0, 886.0, negative
25.0, 797.0, negative
99.0, 545.0, negative
693.0, 255.0, negative
524.0, 590.0, negative
438.0, 476.0, negative
242.0, 808.0, negative
-37.0, 665.0, negative
55.0, 135.0, negative
308.0, 961.0, negative
101.0, 701.0, negative
268.0, 671.0, negative
346.0, 232.0, negative
-24.0, 181.0, negative
82.0, 687.0, negative
520.0, 927.0, negative
375.0, 876.0, negative
-27.0, 67.0, negative
561.0, 979.0, negative
666.0, 220.0, negative
57.0, 896.0, negative
345.0, 917.0, negative
686.0, 140.0, negative
576.0, 398.0, negative
268.0, 753.0, negative
694.0, 485.0, negative
420.0, 100.0, negative
605.0, 628.0, negative
1.0, 504.0, negative
221.0, 856.0, negative
448.0, 140.0, negative
280.0, 966.0, negative
625.0, 546.0, negative
487.0, 182.0, negative
433.0, 549.0, negative
174.0, 267.0, negative
532.0, 289.0, negative
147.0, 117.0, negative
87.0, 292.0, negative
-27.0, 71.0, negative
135.0, 250.0, negative
-9.0, 619.0, negative
55.0, 873.0, negative
689.0, 938.0, negative
463.0, 150.0, negative
356.0, 990.0, negative
117.0, 399.0, negative
551.0, 125.0, negative
500.0, 860.0, negative
750.0, 145.0, negative
197.0, 120.0, negative
676.0, 333.0, negative
689.0, 118.0, negative
306.0, 874.0, negative
313.0, 240.0, negative
607.0, 732.0, negative
390.0, 197.0, negative
688.0, 118.0, negative
-58.0, 434.0, negative
357.0, 772.0, negative
544.0, 180.0, negative
137.0, 207.0, negative
-47.0, 285.0, negative
661.0, 224.0, negative
374.0, 858.0, negative
684.0, 293.0, negative
600.0, 187.0, negative
107.0, 899.0, negative
752.0, 912.0, negative
217.0, 830.0, negative
244.0, 818.0, negative
624.0, 618.0, negative
264.0, 127.0, negative
18.0, 448.0, negative
720.0, 357.0, negative
172.0, 667.0, negative
750.0, 285.0, negative
739.0, 949.0, negative
-60.0, 81.0, negative
366.0, 196.0, negative
226.0, 108.0, negative
697.0, 561.0, negative
73.0, 197.0, negative
229.0, 737.0, negative
687.0, 518.0, negative
591.0, 413.0, negative
723.0, 429.0, negative
439.0, 812.0, negative
227.0, 944.0, negative
700.0, 385.0, negative
213.0, 775.0, negative
16.0, 357.0, negative
450.0, 95.0, negative
134.0, 257.0, negative
542.0, 780.0, negative
734.0, 422.0, negative
386.0, 238.0, negative
-12.0, 251.0, negative
756.0, 822.0, negative
753.0, 615.0, negative
296.0, 670.0, negative
359.0, 257.0, negative
551.0, 420.0, negative
325.0, 208.0, negative
226.0, 635.0, negative
137.0, 132.0, negative
-4.0, 867.0, negative
-35.0, 391.0, negative
472.0, 279.0, negative
677.0, 659.0, negative
92.0, 439.0, negative
116.0, 717.0, negative
700.0, 145.0, negative
191.0, 158.0, negative
535.0, 775.0, negative
395.0, 888.0, negative
33.0, 942.0, negative
194.0, 614.0, positive
527.0, 363.0, positive
268.0, 325.0, positive
386.0, 409.0, positive
359.0, 484.0, positive
456.0, 825.0, positive
386.0, 836.0, positive
301.0, 267.0, positive
229.0, 437.0, positive
492.0, 846.0, positive
249.0, 410.0, positive
282.0, 501.0, positive
665.0, 738.0, negative
277.0, 736.0, negative
197.0, 969.0, negative
453.0, 506.0, negative
-8.0, 79.0, negative
-19.0, 609.0, negative
502.0, 235.0, negative
61.0, 555.0, negative
331.0, 679.0, negative
240.0, 620.0, negative
660.0, 903.0, negative
755.0, 902.0, negative
466.0, 188.0, negative
229.0, 848.0, negative
452.0, 573.0, negative
467.0, 581.0, negative
279.0, 222.0, negative
721.0, 356.0, negative
446.0, 469.0, negative
115.0, 183.0, negative
352.0, 958.0, negative
11.0, 527.0, negative
40.0, 542.0, negative
105.0, 718.0, negative
585.0, 467.0, negative
637.0, 457.0, negative
390.0, 192.0, negative
644.0, 711.0, negative
648.0, 79.0, negative
623.0, 404.0, negative
740.0, 911.0, negative
463.0, 850.0, negative
264.0, 277.0, negative
146.0, 224.0, negative
32.0, 424.0, negative
484.0, 847.0, negative
351.0, 776.0, negative
698.0, 584.0, negative
78.0, 504.0, negative
240.0, 918.0, negative
146.0, 773.0, negative
615.0, 317.0, negative
243.0, 619.0, negative
97.0, 280.0, negative
242.0, 268.0, negative
360.0, 236.0, negative
359.0, 182.0, negative
740.0, 233.0, negative
25.0, 400.0, negative
698.0, 923.0, negative
149.0, 941.0, negative
752.0, 296.0, negative
17.0, 190.0, negative
653.0, 838.0, negative
190.0, 899.0, negative
372.0, 964.0, negative
55.0, 796.0, negative
557.0, 531.0, negative
434.0, 890.0, negative
