@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-600-5-60-bi/paw02a-600-5-60-bi
@attribute a0 real [-62.0, 762.0]
@attribute a1 real [66.0, 990.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
358.0, 400.0, positive
623.0, 660.0, positive
613.0, 734.0, positive
415.0, 294.0, positive
145.0, 499.0, positive
298.0, 485.0, positive
509.0, 848.0, positive
606.0, 633.0, positive
347.0, 386.0, positive
399.0, 280.0, positive
121.0, 552.0, positive
403.0, 352.0, positive
399.0, 335.0, positive
441.0, 358.0, positive
179.0, 607.0, positive
594.0, 387.0, positive
588.0, 652.0, positive
301.0, 632.0, positive
438.0, 844.0, positive
487.0, 276.0, positive
390.0, 626.0, positive
435.0, 629.0, positive
476.0, 702.0, positive
538.0, 648.0, positive
459.0, 489.0, positive
551.0, 295.0, positive
268.0, 309.0, positive
463.0, 778.0, positive
342.0, 463.0, positive
488.0, 649.0, positive
287.0, 383.0, positive
313.0, 731.0, positive
393.0, 798.0, positive
241.0, 673.0, positive
274.0, 410.0, positive
159.0, 507.0, positive
156.0, 540.0, positive
291.0, 260.0, positive
111.0, 601.0, positive
458.0, 540.0, positive
200.0, 526.0, positive
343.0, 662.0, positive
373.0, 751.0, positive
220.0, 479.0, positive
338.0, 524.0, positive
672.0, 564.0, negative
445.0, 577.0, negative
584.0, 581.0, negative
308.0, 876.0, negative
696.0, 300.0, negative
662.0, 91.0, negative
111.0, 727.0, negative
247.0, 373.0, negative
354.0, 105.0, negative
728.0, 172.0, negative
681.0, 292.0, negative
502.0, 434.0, negative
364.0, 956.0, negative
716.0, 711.0, negative
236.0, 615.0, negative
598.0, 165.0, negative
-31.0, 751.0, negative
753.0, 849.0, negative
174.0, 210.0, negative
76.0, 311.0, negative
-37.0, 951.0, negative
651.0, 886.0, negative
709.0, 485.0, negative
15.0, 630.0, negative
492.0, 199.0, negative
624.0, 322.0, negative
69.0, 713.0, negative
542.0, 507.0, negative
566.0, 342.0, negative
762.0, 895.0, negative
92.0, 517.0, negative
698.0, 315.0, negative
27.0, 683.0, negative
188.0, 273.0, negative
143.0, 99.0, negative
209.0, 155.0, negative
228.0, 768.0, negative
29.0, 354.0, negative
716.0, 451.0, negative
1.0, 959.0, negative
691.0, 194.0, negative
313.0, 836.0, negative
490.0, 175.0, negative
65.0, 239.0, negative
623.0, 305.0, negative
746.0, 426.0, negative
209.0, 182.0, negative
21.0, 194.0, negative
670.0, 690.0, negative
18.0, 242.0, negative
541.0, 462.0, negative
699.0, 760.0, negative
222.0, 709.0, negative
558.0, 460.0, negative
397.0, 172.0, negative
232.0, 613.0, negative
-33.0, 318.0, negative
524.0, 933.0, negative
305.0, 687.0, negative
716.0, 720.0, negative
728.0, 169.0, negative
640.0, 392.0, negative
84.0, 409.0, negative
166.0, 562.0, negative
-62.0, 990.0, negative
438.0, 476.0, negative
131.0, 618.0, negative
575.0, 324.0, negative
101.0, 701.0, negative
268.0, 671.0, negative
628.0, 481.0, negative
82.0, 687.0, negative
728.0, 513.0, negative
520.0, 927.0, negative
194.0, 959.0, negative
152.0, 985.0, negative
-27.0, 67.0, negative
390.0, 973.0, negative
661.0, 821.0, negative
71.0, 242.0, negative
321.0, 882.0, negative
666.0, 220.0, negative
57.0, 896.0, negative
345.0, 917.0, negative
250.0, 711.0, negative
576.0, 398.0, negative
62.0, 447.0, negative
268.0, 753.0, negative
420.0, 100.0, negative
352.0, 956.0, negative
605.0, 628.0, negative
1.0, 504.0, negative
221.0, 856.0, negative
91.0, 297.0, negative
280.0, 966.0, negative
88.0, 562.0, negative
52.0, 307.0, negative
374.0, 943.0, negative
435.0, 213.0, negative
711.0, 209.0, negative
698.0, 336.0, negative
431.0, 502.0, negative
195.0, 619.0, negative
-46.0, 176.0, negative
-27.0, 71.0, negative
135.0, 250.0, negative
370.0, 135.0, negative
55.0, 873.0, negative
5.0, 187.0, negative
125.0, 433.0, negative
689.0, 938.0, negative
55.0, 230.0, negative
463.0, 150.0, negative
699.0, 98.0, negative
117.0, 399.0, negative
551.0, 125.0, negative
500.0, 860.0, negative
356.0, 621.0, negative
513.0, 783.0, negative
750.0, 145.0, negative
43.0, 300.0, negative
197.0, 120.0, negative
676.0, 333.0, negative
689.0, 118.0, negative
-32.0, 401.0, negative
335.0, 586.0, negative
703.0, 859.0, negative
0.0, 869.0, negative
313.0, 240.0, negative
607.0, 732.0, negative
69.0, 215.0, negative
582.0, 779.0, negative
83.0, 505.0, negative
300.0, 298.0, negative
137.0, 207.0, negative
385.0, 896.0, negative
220.0, 195.0, negative
644.0, 554.0, negative
722.0, 423.0, negative
67.0, 153.0, negative
441.0, 226.0, negative
423.0, 197.0, negative
600.0, 187.0, negative
107.0, 899.0, negative
347.0, 636.0, negative
76.0, 920.0, negative
752.0, 912.0, negative
456.0, 842.0, negative
217.0, 830.0, negative
244.0, 818.0, negative
-7.0, 620.0, negative
172.0, 667.0, negative
-37.0, 344.0, negative
704.0, 842.0, negative
-60.0, 81.0, negative
11.0, 927.0, negative
366.0, 196.0, negative
73.0, 197.0, negative
622.0, 495.0, negative
20.0, 618.0, negative
123.0, 214.0, negative
66.0, 88.0, negative
547.0, 407.0, negative
687.0, 518.0, negative
476.0, 550.0, negative
723.0, 429.0, negative
63.0, 617.0, negative
419.0, 552.0, negative
227.0, 944.0, negative
700.0, 385.0, negative
558.0, 794.0, negative
7.0, 332.0, negative
16.0, 357.0, negative
45.0, 698.0, negative
134.0, 257.0, negative
542.0, 780.0, negative
734.0, 422.0, negative
386.0, 238.0, negative
50.0, 593.0, negative
746.0, 486.0, negative
481.0, 545.0, negative
656.0, 884.0, negative
118.0, 956.0, negative
325.0, 208.0, negative
-34.0, 126.0, negative
-4.0, 867.0, negative
733.0, 251.0, negative
472.0, 279.0, negative
92.0, 439.0, negative
405.0, 947.0, negative
395.0, 888.0, negative
-16.0, 761.0, negative
509.0, 923.0, negative
744.0, 821.0, negative
316.0, 366.0, positive
455.0, 526.0, positive
456.0, 825.0, positive
386.0, 836.0, positive
301.0, 267.0, positive
538.0, 808.0, positive
492.0, 846.0, positive
282.0, 501.0, positive
510.0, 810.0, negative
756.0, 619.0, negative
197.0, 969.0, negative
391.0, 795.0, negative
453.0, 506.0, negative
-8.0, 79.0, negative
502.0, 235.0, negative
61.0, 555.0, negative
331.0, 679.0, negative
160.0, 788.0, negative
466.0, 188.0, negative
95.0, 890.0, negative
229.0, 848.0, negative
433.0, 459.0, negative
696.0, 696.0, negative
279.0, 222.0, negative
721.0, 356.0, negative
115.0, 183.0, negative
352.0, 958.0, negative
677.0, 818.0, negative
105.0, 718.0, negative
733.0, 393.0, negative
637.0, 457.0, negative
644.0, 711.0, negative
648.0, 79.0, negative
724.0, 941.0, negative
463.0, 850.0, negative
264.0, 277.0, negative
537.0, 485.0, negative
106.0, 906.0, negative
146.0, 224.0, negative
497.0, 924.0, negative
416.0, 955.0, negative
32.0, 424.0, negative
78.0, 504.0, negative
154.0, 143.0, negative
243.0, 619.0, negative
242.0, 268.0, negative
740.0, 233.0, negative
25.0, 400.0, negative
698.0, 923.0, negative
149.0, 941.0, negative
622.0, 923.0, negative
752.0, 296.0, negative
79.0, 597.0, negative
133.0, 229.0, negative
663.0, 501.0, negative
190.0, 899.0, negative
372.0, 964.0, negative
29.0, 72.0, negative
322.0, 793.0, negative
55.0, 796.0, negative
302.0, 237.0, negative
